"","AJwcM2MAIPOOA100700.extra.kraken2.report","Ia7iM2MAIPOOB100245.extra.kraken2.report","P0ZQM2MAIPOOA100240.extra.kraken2.report","qU3SM2MAIPOOM070605.extra.kraken2.report","c5isM2MAIPOOA070615.extra.kraken2.report","TgLUM2MAIPOOM070620.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2026240",36,32,25,26,37,23,"v_4912",28,3.10433675845156e-05,554.567583994373
"78448",260,125,104,143,157,127,"v_740",71,3.1041440322831e-05,26807.4752159937
"1193713",162,47,60,168,85,83,"v_869",68,3.10404767817234e-05,7070.49752514625
"1444770",91,97,52,54,41,73,"v_2839",15,3.10404767817234e-05,8133.33988403246
"277",321,109,121,182,204,174,"v_1399",159,3.10346967910124e-05,28720.3429526456
"1632019",14,4,11,20,6,16,"v_5597",60,3.10337336684977e-05,20990.168281442
"696485",42,22,19,11,25,16,"v_5130",57,3.10327706057597e-05,2112.35700584899
"2733155",28,2,9,4,13,10,"v_4649",117,3.10318076027929e-05,10740.0202627933
"1005058",15,7,9,9,16,12,"v_3879",153,3.10289189524637e-05,26145.4854309222
"1827305",41,115,20,24,24,36,"v_2780",18,3.10250682551502e-05,11431.1304433799
"1945512",64,51,80,40,87,57,"v_3708",22,3.10221808593144e-05,820.838163231088
"1541959",27,6,10,17,14,9,"v_5543",78,3.10173697270471e-05,5865.67264459355
"960",30,33,32,19,26,28,"v_4041",28,3.10164076796625e-05,8914.07794868784
"105841",23,12,17,12,19,14,"v_1241",61,3.10144837639178e-05,7651.92076038248
"310783",278,127,159,196,223,218,"v_1386",222,3.10144837639178e-05,37244.3210578701
"573658",13,4,8,14,9,15,"v_1778",69,3.10144837639178e-05,12964.1782537343
"1653476",13,7,4,6,13,17,"v_5603",147,3.10144837639178e-05,40280.3639803204
"225848",20,18,46,11,7,14,"v_3610",34,3.10115983377783e-05,2935.55996994293
"2242",30,28,15,22,22,21,"v_4525",17,3.10106366483704e-05,891.657915717935
"38289",297,131,130,142,157,199,"v_526",192,3.10067904871167e-05,21863.6540746584
"153496",215,172,168,135,177,185,"v_2054",228,3.10067904871167e-05,22217.1899017
"359110",140,70,135,100,109,109,"v_3045",32,3.10067904871167e-05,4326.42770945454
"1649474",99,84,78,55,82,97,"v_4140",18,3.100582909587e-05,554.748172362486
"1192854",208,104,148,128,106,136,"v_3447",66,3.1004867764239e-05,13832.4317631893
"1652495",28,14,13,8,18,8,"v_577",33,3.1003906492218e-05,5520.55049273304
"185008",13,4,4,10,11,11,"v_1255",104,3.1000062000124e-05,28897.9145551112
"1846278",41,9,8,15,9,13,"v_4454",46,3.09991010260702e-05,2761.31426476899
"86664",124,16,52,74,49,42,"v_811",43,3.09971792566876e-05,2092.29390816014
"40520",18,5,6,7,13,6,"v_1240",141,3.09914153779403e-05,92869.9275786116
"1743174",20,8,10,9,17,14,"v_2487",137,3.09914153779403e-05,27740.0371449357
"2621923",312,114,122,155,230,194,"v_4547",176,3.09904549398785e-05,24926.675572116
"2071621",23,8,10,12,8,9,"v_3510",61,3.09866137828458e-05,41898.4307395778
"2745199",192,138,128,97,125,167,"v_3718",84,3.09856536423636e-05,1581.62404072531
"83986",223,85,192,87,136,135,"v_4556",43,3.09846935613807e-05,5701.7486306588
"69713",34,50,28,25,34,36,"v_4317",20,3.09837335398916e-05,1846.08252340857
"337243",312,116,115,147,211,169,"v_4487",240,3.09827735778907e-05,22517.4249234954
"2598861",22,7,12,15,23,13,"v_849",98,3.09770150548293e-05,13081.0421687203
"2624677",296,121,128,154,197,194,"v_4512",153,3.09770150548293e-05,23612.6400418681
"54913",19,16,8,32,26,13,"v_5285",51,3.09770150548293e-05,1538.47557248319
"2562282",190,141,119,95,130,133,"v_3462",48,3.09731772285201e-05,1905.07015777785
"1891787",267,162,175,141,165,204,"v_2149",255,3.09693403530505e-05,46227.2066938166
"636",163,103,93,102,0,133,"v_3393",46,3.09664633202242e-05,205.764345109553
"2648975",322,134,114,183,194,179,"v_4521",191,3.09664633202242e-05,28037.8806493931
"66271",10,7,7,3,18,9,"v_3316",148,3.09635868218974e-05,38078.7886308514
"29570",240,128,166,141,215,179,"v_3481",288,3.09568770702412e-05,30339.1302413383
"2898",22,22,14,22,16,18,"v_4435",46,3.09549605324253e-05,9090.19302512746
"334542",231,104,124,85,133,102,"v_487",53,3.09540023525042e-05,7814.3395754656
"881260",47,26,34,109,308,95,"v_3157",19,3.09501702259362e-05,1134.72876603072
"588898",635,63,63,76,105,116,"v_4536",157,3.09482545184452e-05,538.061415114693
"2589987",22,15,18,11,15,16,"v_3581",70,3.09472967536286e-05,3710.72635463058
"55148",264,115,130,153,230,202,"v_1385",284,3.09453814018258e-05,43690.9639095952
"218936",243,137,145,162,169,195,"v_3665",202,3.09444238148286e-05,35095.0921828569
"123824",15,3,7,4,14,18,"v_5218",133,3.0942508818615e-05,35756.0222999295
"2644826",19,6,8,18,6,8,"v_1001",50,3.09405940594059e-05,25664.5689088828
"875171",192,95,122,83,135,108,"v_2115",60,3.09358081979892e-05,4582.57549179389
"33069",179,147,168,96,137,138,"v_3008",102,3.09329373917347e-05,11307.7433012689
"1453495",23,15,8,6,18,16,"v_3293",95,3.09329373917347e-05,6832.61224016244
"101192",18,3,5,5,14,7,"v_4578",160,3.09319805747162e-05,108871.448768393
"207949",27,7,12,13,9,9,"v_5068",70,3.09310238168883e-05,9513.20850159358
"1394180",12,16,6,6,17,15,"v_2458",65,3.09300671182456e-05,5238.96728045701
"218208",257,111,129,147,259,194,"v_3952",282,3.09300671182456e-05,36167.3571543797
"639282",7,8,6,8,18,14,"v_4405",68,3.09281538984938e-05,14598.1859947025
"550540",249,161,175,135,194,195,"v_3641",262,3.09271973773737e-05,31227.0155299423
"2588299",16,8,14,14,12,10,"v_2135",41,3.09262409154167e-05,17499.7095632963
"28031",55,26,23,27,28,17,"v_858",22,3.09233718844703e-05,2328.22700368536
"511062",226,165,161,133,187,184,"v_3682",263,3.0919547337827e-05,35411.8453231471
"170679",24,4,15,5,9,8,"v_3784",103,3.09138122913318e-05,12466.2645970845
"2643836",331,124,137,169,222,195,"v_1177",194,3.09099901088032e-05,50742.6898411062
"484429",69,103,53,83,268,113,"v_1887",57,3.0909034710846e-05,1437.64773421248
"1117647",162,142,102,78,115,130,"v_3714",57,3.0909034710846e-05,21313.4312076868
"2651048",11,8,47,9,13,10,"v_2954",34,3.0904258606836e-05,6930.78942042856
"152268",149,14,32,112,36,60,"v_840",37,3.09004387862308e-05,2536.41485995602
"1853130",151,122,226,93,123,125,"v_3064",74,3.09004387862308e-05,9295.678037684
"930805",205,126,161,116,123,167,"v_3727",76,3.08966199097819e-05,2433.30751495408
"2614679",50,18,16,16,14,13,"v_893",28,3.08947108255067e-05,3376.68766805219
"914150",15,6,8,11,6,16,"v_5069",87,3.08947108255067e-05,77612.2623610644
"2714934",221,100,129,108,107,121,"v_233",46,3.08937563718373e-05,4962.17788660683
"669",10,11,10,8,15,19,"v_5133",70,3.08937563718373e-05,12122.5831401683
"389348",20,14,13,12,40,12,"v_4130",62,3.08928019771393e-05,3353.79715827015
"265959",263,154,156,144,185,159,"v_2023",239,3.08870768470472e-05,24348.4633172895
"54077",12,5,10,7,10,11,"v_4591",102,3.08870768470472e-05,30091.0888245316
"2777367",8,5,9,12,10,16,"v_4854",98,3.08851689418741e-05,62386.8472890737
"29394",27,15,5,10,18,19,"v_1159",86,3.08842150776738e-05,20087.3433026665
"300181",13,6,11,1,18,10,"v_3279",78,3.08794466403162e-05,13486.0453393314
"1314",17,8,5,9,12,5,"v_1122",103,3.08784931295353e-05,105816.593100805
"1223571",19,7,15,14,16,17,"v_3345",92,3.08765862846204e-05,14547.7209509915
"637905",20,13,14,13,14,15,"v_3612",128,3.08756329504755e-05,26839.2557040641
"2163011",167,124,122,76,107,106,"v_2583",29,3.08746796751984e-05,2478.2466023858
"2126321",321,158,183,170,222,188,"v_3298",157,3.08737264587836e-05,29166.11834621
"742013",71,62,98,64,78,63,"v_2340",23,3.08708671626586e-05,1312.64885075647
"1642299",223,125,96,118,145,114,"v_112",114,3.08699141816386e-05,9269.68929615805
"199441",54,20,25,43,18,18,"v_847",31,3.08680083960983e-05,2474.71995085037
"2623385",94,58,49,33,40,44,"v_261",17,3.08632449615753e-05,10612.7869522106
"1482",31,10,15,23,9,16,"v_877",36,3.08603876064683e-05,3398.55799048559
"2217913",258,124,191,160,265,190,"v_2385",170,3.08594352723345e-05,17377.0344414229
"1247",18,5,6,2,18,8,"v_1109",121,3.08508669093602e-05,34657.765834712
"2692119",310,165,185,175,210,194,"v_719",207,3.08461087633795e-05,44279.318886469
"1884907",14,8,6,7,8,11,"v_770",111,3.08423033032107e-05,24506.1072710588
"2172103",18,10,17,8,16,19,"v_3407",104,3.08384987818793e-05,8573.19084687777
"2589990",17,10,9,6,9,9,"v_5137",147,3.0833744449926e-05,75157.909435272
"56877",12,8,6,8,9,14,"v_5245",149,3.08308925543394e-05,93036.1709169557
"2638829",40,13,17,24,12,23,"v_1222",53,3.0829942039709e-05,7419.5989728077
"648",217,143,202,127,151,169,"v_3666",68,3.0828041186263e-05,9869.48113368945
"1816183",335,109,150,173,244,197,"v_4495",166,3.0826140567201e-05,21174.3438016792
"629680",367,159,136,182,206,180,"v_304",205,3.08232900779829e-05,39096.4852071732
"2629969",322,120,119,159,218,181,"v_4502",245,3.08232900779829e-05,37272.5241415293
"129985",138,46,62,113,53,76,"v_867",48,3.0821390044691e-05,6062.19644720403
"490",53,37,29,16,29,27,"v_2713",22,3.0821390044691e-05,8242.11140370214
"1309411",302,122,170,175,206,213,"v_1381",180,3.08166409861325e-05,15753.821444953
"1510150",237,161,211,119,179,172,"v_3083",86,3.08128427928761e-05,48858.2281451017
"351679",15,7,10,10,9,13,"v_3386",68,3.08090455357693e-05,8133.18763251974
"197222",24,9,21,7,18,7,"v_3567",58,3.08090455357693e-05,5668.71710710163
"869212",233,89,126,102,180,166,"v_4340",58,3.08071472581639e-05,5628.50051946708
"1474",15,11,16,17,12,16,"v_5287",67,3.08071472581639e-05,13459.5002839993
"44251",246,104,103,131,169,160,"v_917",134,3.08052492144661e-05,26611.4856070387
"46679",142,124,130,69,92,100,"v_2988",42,3.08052492144661e-05,8027.73474220407
"1590",30,15,17,18,16,12,"v_1072",34,3.08033514046328e-05,6028.67882526796
"1761789",23,13,5,12,17,15,"v_3472",131,3.08033514046328e-05,14207.5631477359
"1007",30,29,22,13,17,17,"v_4274",23,3.08005051282841e-05,2272.76174661659
"649460",115,158,117,92,144,151,"v_4239",71,3.07995564863866e-05,3698.23198067625
"67351",270,146,98,125,128,138,"v_111",107,3.07948141532966e-05,11180.1005797841
"2057743",203,95,81,118,97,108,"v_700",53,3.07919694543663e-05,14711.293391057
"1747",213,82,99,106,138,95,"v_382",59,3.07900732803744e-05,6690.33170277358
"2072409",23,56,31,20,23,21,"v_2772",11,3.07891252809508e-05,1602.88850847543
"2072407",75,96,73,60,58,87,"v_2770",32,3.07881773399015e-05,6777.85884704766
"454171",196,85,98,152,222,185,"v_1492",166,3.07862816329044e-05,10272.5463006241
"2487742",10,7,16,4,14,17,"v_5082",93,3.07815433865854e-05,15451.4806050939
"28084",24,11,17,5,26,12,"v_3813",62,3.07787011388119e-05,8689.04367500857
"133926",279,98,146,134,166,139,"v_801",99,3.07777538395248e-05,19460.4264649178
"1306993",37,45,45,19,23,35,"v_3069",23,3.07777538395248e-05,11720.205352895
"2803864",10,10,19,3,12,10,"v_3580",58,3.07777538395248e-05,7756.1126932053
"553151",163,150,153,123,147,141,"v_3043",112,3.07758594158742e-05,4768.27535967126
"2008440",12,2,4,7,12,11,"v_4587",124,3.07730182176268e-05,26239.5812560995
"1300165",22,15,12,4,11,13,"v_3205",62,3.07720712681171e-05,12555.5459762458
"158822",239,146,210,149,222,177,"v_3226",138,3.07711243768847e-05,33028.3389963904
"1878942",14,9,5,7,16,9,"v_4996",140,3.07663907946959e-05,60383.2741192068
"2638726",24,14,23,10,10,11,"v_1365",37,3.07588200916613e-05,9061.12576246155
"1148509",123,100,272,90,126,109,"v_3048",73,3.07588200916613e-05,4304.77361837995
"558537",99,117,113,66,125,81,"v_2343",22,3.07540902940091e-05,4454.75995698065
"401471",110,65,253,60,88,76,"v_2539",55,3.07540902940091e-05,7520.84300605611
"675090",298,120,127,172,172,177,"v_697",123,3.07531445090261e-05,22014.365203252
"1470066",42,7,13,12,17,9,"v_4445",42,3.07521987822129e-05,6175.51112967997
"1697",44,21,21,18,22,16,"v_560",31,3.07512531135644e-05,1211.75861818055
"2642018",23,4,8,17,11,15,"v_5289",93,3.07512531135644e-05,19395.5128969737
"2594913",305,110,140,160,149,156,"v_525",116,3.0750307503075e-05,14982.7722230011
"343334",14,10,22,7,19,9,"v_4202",47,3.07427447122479e-05,6285.48157231076
"332411",166,93,160,77,99,113,"v_2689",69,3.074179962495e-05,7666.94387741792
"156973",26,25,17,15,16,24,"v_4251",10,3.074179962495e-05,7495.54372146709
"2726989",178,173,185,106,155,157,"v_2884",97,3.07389647116685e-05,12879.4658408198
"2798861",15,3,14,2,17,5,"v_3090",67,3.07380198567608e-05,21187.9473736808
"2714951",112,31,193,34,55,45,"v_3196",17,3.07332964533776e-05,11175.549113097
"452638",9,8,7,5,9,14,"v_2484",119,3.07219662058372e-05,25941.0724655866
"744515",17,9,16,13,16,20,"v_5552",97,3.07219662058372e-05,7256.60904677352
"277988",14,10,4,18,17,18,"v_4598",71,3.07191349491598e-05,9739.21700318035
"1302",19,7,11,6,6,10,"v_1120",63,3.07163042142769e-05,23648.0593300236
"2618749",180,52,70,359,189,131,"v_1434",80,3.07163042142769e-05,2115.36762593511
"1583341",15,13,8,4,13,11,"v_3077",73,3.07163042142769e-05,44937.4833285824
"46125",9,3,3,9,14,10,"v_1165",99,3.07134740010443e-05,10222.2489712731
"296842",305,143,181,197,236,200,"v_3926",302,3.07106443093176e-05,28162.5745631632
"556054",28,32,55,16,27,35,"v_2486",23,3.07087581378209e-05,16293.9073784572
"1547898",363,130,130,185,258,204,"v_4494",152,3.07049864898059e-05,24183.4983556544
"41276",153,136,154,123,127,155,"v_2212",58,3.07021583617328e-05,2544.23522277784
"84022",27,13,7,7,9,7,"v_1204",46,3.07002732324318e-05,10913.6522626412
"2058152",12,30,17,11,29,24,"v_3169",30,3.06983883346124e-05,2573.46782230418
"83552",15,13,15,6,14,15,"v_4128",39,3.06955614218184e-05,4057.58278955568
"1354304",17,15,12,8,9,13,"v_3382",43,3.06908510572998e-05,25916.143704818
"1376",10,14,15,13,9,13,"v_1162",38,3.06852005277855e-05,5694.53828749308
"1630141",18,16,9,11,11,12,"v_3439",36,3.0683317480286e-05,6600.40810868697
"292566",14,3,14,24,9,17,"v_1409",34,3.06804933423329e-05,2089.38363357293
"29571",188,164,163,113,168,154,"v_3483",59,3.06757876008466e-05,8314.5901146279
"2633955",301,119,152,182,230,191,"v_4542",262,3.06757876008466e-05,18855.6524990053
"1520670",190,111,121,100,105,107,"v_469",44,3.06739057084139e-05,2900.4923564731
"1808979",260,179,196,155,217,213,"v_3702",123,3.06701426161632e-05,16250.2150205514
"1530123",20,9,72,13,16,11,"v_4874",18,3.06692019873643e-05,8755.17485595579
"1968541",282,172,182,163,171,175,"v_2088",104,3.06673209028459e-05,38339.28200898
"2055892",19,11,8,9,11,7,"v_3644",60,3.06673209028459e-05,10508.3638645727
"1531429",300,127,152,195,255,205,"v_794",145,3.06663804471158e-05,15826.0179902382
"2813778",217,179,196,149,180,168,"v_2204",129,3.06644997086873e-05,13130.3766795079
"2749999",178,124,202,114,146,118,"v_2885",88,3.06616790335439e-05,2544.45014667374
"29288",377,123,128,175,237,239,"v_4544",309,3.06607389238081e-05,50648.3874430873
"202954",17,6,10,9,6,9,"v_4878",122,3.06579189404623e-05,118498.693618942
"401472",226,110,132,154,135,125,"v_530",67,3.06560392397302e-05,25834.5615088413
"1259973",15,10,8,11,10,7,"v_3218",68,3.06560392397302e-05,24754.5103995784
"1401",120,59,81,150,93,83,"v_921",22,3.06550994757978e-05,1037.60341574512
"847",91,52,162,46,68,64,"v_2542",32,3.06532201207737e-05,8271.49742968489
"2528007",216,123,136,117,126,190,"v_4099",72,3.06513409961686e-05,8770.58669191397
"143222",40,43,41,21,35,27,"v_4184",19,3.06494621019401e-05,4203.50356476321
"2785785",204,141,181,121,162,146,"v_3691",125,3.06475834380459e-05,22372.0313569503
"45067",23,13,11,23,24,12,"v_3809",33,3.06447658739887e-05,779.072853649786
"1835254",14,6,13,11,15,12,"v_4823",122,3.06438268010909e-05,25252.7169867368
"1821621",300,187,194,168,231,221,"v_3506",287,3.0638193572107e-05,34733.970615181
"82983",20,16,21,9,19,8,"v_3400",38,3.06363162893294e-05,16821.9375537908
"255247",70,13,16,112,38,64,"v_886",33,3.0633500796471e-05,1818.80668010397
"208226",24,6,12,10,12,10,"v_1219",99,3.06288094581764e-05,22568.1706880835
"1636606",19,4,3,10,19,8,"v_5125",106,3.06231817485837e-05,15581.9545117522
"2815305",31,6,11,14,14,12,"v_1010",62,3.06222439980402e-05,16755.72621468
"155077",82,75,108,49,65,74,"v_3710",25,3.06184935701163e-05,4765.58068562765
"1176514",18,16,7,6,16,6,"v_4818",82,3.06156813519885e-05,11199.6491345162
"1072256",301,127,175,156,209,180,"v_528",264,3.06119325313007e-05,27802.7206206175
"29542",260,124,196,192,248,250,"v_3915",248,3.06091215182124e-05,19327.1502916493
"1461582",53,17,27,12,21,18,"v_1031",26,3.06081846285697e-05,4599.91560177499
"1006576",10,4,11,4,18,9,"v_5595",141,3.06081846285697e-05,50435.1260103844
"95300",185,140,223,113,147,148,"v_3038",105,3.06072477962782e-05,4534.83041850884
"34062",47,55,44,29,35,58,"v_3125",16,3.06063110213326e-05,2690.09659715427
"69539",13,8,5,6,15,9,"v_5122",149,3.060162800661e-05,45728.7241988198
"2045416",25,11,26,7,13,7,"v_4196",51,3.06006915756296e-05,9763.01721113473
"231049",22,9,9,8,11,14,"v_1102",99,3.05997552019584e-05,22035.7596299022
"450",0,10,28,17,36,18,"v_3803",13,3.0598818885591e-05,816.13502714173
"158190",24,16,11,13,11,23,"v_5555",51,3.05950741930549e-05,3639.93692677116
"2590015",21,11,15,15,15,14,"v_3576",58,3.05894588724725e-05,10866.7351934462
"211586",18,11,8,6,25,20,"v_3600",85,3.05866519850737e-05,6250.88399422306
"626418",15,6,3,12,18,17,"v_2413",87,3.05857164704083e-05,7994.24025568171
"2304594",207,130,145,138,155,160,"v_3534",61,3.05847810129679e-05,1779.78791462846
"1502",73,59,69,40,51,38,"v_1196",16,3.05829102697413e-05,6738.25889266965
"504832",19,11,17,8,16,17,"v_1585",73,3.05829102697413e-05,13771.0968226641
"1413",32,15,22,30,12,11,"v_837",16,3.05810397553517e-05,2257.07660565234
"184917",337,156,166,193,249,232,"v_3928",233,3.0578234412745e-05,24899.37527329
"2607663",14,6,8,8,11,7,"v_3292",94,3.05772994129158e-05,32949.4855582417
"1681",246,122,124,136,162,150,"v_733",84,3.05726252713321e-05,11748.8345914263
"1573704",212,151,223,120,137,160,"v_2886",86,3.05698214722426e-05,3557.63976168218
"53501",240,135,120,142,160,148,"v_2177",71,3.05679525585376e-05,50775.8658161766
"936337",273,168,148,133,147,134,"v_200",66,3.05632812738776e-05,7727.45942917865
"2775504",13,3,8,7,5,12,"v_3016",82,3.05623471882641e-05,58452.5811091957
"1408",139,54,113,65,59,58,"v_825",21,3.05604791883137e-05,5967.37578405107
"53409",134,116,119,72,108,87,"v_3011",32,3.05604791883137e-05,1237.9628611891
"2599296",305,154,176,168,184,223,"v_2176",297,3.05567438733729e-05,27948.7999523587
"2584944",267,151,221,128,255,212,"v_2607",143,3.05520760135651e-05,16587.5937150308
"273135",28,18,13,10,8,15,"v_5545",43,3.05520760135651e-05,8841.0965003669
"2730360",274,130,178,142,216,188,"v_3461",252,3.05474095796676e-05,26415.970034128
"28184",21,9,11,16,15,11,"v_4345",59,3.05474095796676e-05,10199.111230608
"2668073",327,128,165,203,272,212,"v_4523",249,3.05464764639399e-05,27489.6383166524
"376469",46,55,41,225,50,51,"v_4268",16,3.05446104034943e-05,4276.43512618607
"49899",14,7,16,9,9,8,"v_4601",66,3.05371484410786e-05,9089.90896666718
"46677",168,121,202,120,118,118,"v_3059",58,3.05306222140807e-05,1870.008986946
"1716543",19,6,13,13,46,8,"v_1215",46,3.05287580901209e-05,999.913934682888
"1879050",12,4,11,3,10,19,"v_4880",103,3.05287580901209e-05,12805.9695042384
"488729",272,168,169,177,300,221,"v_2376",216,3.05268941937847e-05,16250.8711843717
"573065",242,196,192,165,216,251,"v_2217",245,3.05203723485427e-05,18529.2642302783
"2811789",219,144,142,145,483,191,"v_2393",199,3.05203723485427e-05,4946.17078156791
"930169",259,191,211,157,214,250,"v_3503",224,3.05203723485427e-05,38269.1867217904
"319458",33,31,46,11,15,24,"v_4149",28,3.0519440883843e-05,9816.44474297365
"1737425",270,139,112,155,144,141,"v_524",87,3.05091985233548e-05,19021.6733876985
"1539298",12,9,7,4,14,9,"v_5549",149,3.05091985233548e-05,65933.2900076544
"160453",26,9,10,11,14,9,"v_1142",88,3.0507337014552e-05,36094.7057665499
"10257",18,6,8,10,15,20,"v_4739",68,3.04971027752364e-05,3684.05584910978
"1274359",99,80,83,54,64,57,"v_3072",29,3.04896640039027e-05,5416.78072138807
"1650",15,7,7,13,11,8,"v_1000",73,3.04887344126345e-05,10328.7555378126
"1229909",31,1,4,11,11,7,"v_4448",66,3.04887344126345e-05,3897.90485996221
"2506452",48,22,29,17,16,20,"v_559",23,3.04859459789037e-05,4407.93500402506
"487904",89,121,119,52,72,75,"v_2808",27,3.04822288605743e-05,7463.93506117051
"1260251",310,182,189,174,202,228,"v_3419",309,3.0480370641307e-05,34989.8774315003
"2203",12,4,6,3,14,8,"v_4564",142,3.04785126485827e-05,39054.008610256
"191390",134,99,267,100,129,127,"v_3040",53,3.04775837371613e-05,5880.70778039984
"29430",18,7,16,7,12,6,"v_3104",54,3.04701544836832e-05,13367.5416017899
"2054919",129,89,213,88,82,99,"v_2896",28,3.04645849200305e-05,1209.1463821694
