"","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","X1ayWM2CHIPOOB100705.extra.kraken2.report","oAVVM2CHIPOOB051360.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"5741",13,0,5,25,19,40,27,"v_5216",57,3.11342196207852e-05,20884.5289823012
"53345",2,0,4,9,6,17,17,"v_4249",37,2.8434940855323e-05,20884.3838521281
"1072685",3,5,3,24,10,24,11,"v_1128",47,3.0533418826906e-05,20876.7260994413
"2647733",36,16,15,95,71,122,155,"v_3920",27,3.04933829359029e-05,20873.9658860409
"663",7,3,4,26,17,34,7,"v_2558",10,2.956043631204e-05,20870.4774422651
"554406",1,0,0,1,5,3,3,"v_5173",31,2.3860084464699e-05,20831.1903564615
"1376",15,3,4,18,16,18,14,"v_4279",22,2.94993952623971e-05,20830.0774555746
"377615",284,272,874,538,443,1154,500,"v_3993",75,2.29342017751072e-05,20814.1218334841
"998088",2,1,5,10,8,17,10,"v_2326",30,2.79642058165548e-05,20807.9951611653
"2587842",115,70,72,488,204,475,166,"v_587",33,2.73119571748511e-05,20805.7907322066
"2020965",13,7,4,25,15,29,19,"v_3739",55,3.12822598304502e-05,20800.5857919818
"983917",1060,730,612,4062,2562,3345,1922,"v_1137",9,1.88426824442728e-05,20791.9676454741
"311230",94,80,345,282,150,310,173,"v_1038",41,2.62157556691572e-05,20768.7488547311
"28227",3,6,1,12,4,9,7,"v_4673",33,2.87612528401737e-05,20763.3786521683
"881260",66,15,12,50,50,71,30,"v_1786",64,3.14623710042789e-05,20757.0178603447
"2735554",44,20,15,108,107,72,24,"v_913",57,3.07692307692308e-05,20755.5045598597
"2527995",301,214,113,887,464,1255,489,"v_4806",112,2.50570046856599e-05,20754.7900030946
"1248727",252,182,141,657,537,961,383,"v_2721",175,2.59585182877761e-05,20752.4146640967
"86840",0,0,0,2,1,1,0,"v_1592",62,1.86542802245975e-05,20728.302632229
"399599",0,0,0,2,1,1,0,"v_2434",62,1.86542802245975e-05,20728.302632229
"57678",0,0,0,2,1,1,0,"v_5077",62,1.86542802245975e-05,20728.302632229
"214675",0,0,0,2,1,1,0,"v_5078",62,1.86542802245975e-05,20728.302632229
"308906",0,0,0,2,1,1,0,"v_5965",62,1.86542802245975e-05,20728.302632229
"1601",1,2,2,3,1,7,6,"v_4152",32,2.62577460350803e-05,20678.8324179872
"196023",11,6,5,15,28,32,11,"v_2329",36,3.17965023847377e-05,20671.0364552559
"2733152",7,3,1,18,12,14,9,"v_5583",22,2.87670444738508e-05,20664.5859413434
"2795687",80,70,31,192,119,251,91,"v_2195",92,3.06044376434583e-05,20647.4904259645
"2120",0,0,0,2,2,2,3,"v_4689",61,2.22410035140786e-05,20647.0300274063
"1265309",31,23,20,128,61,131,39,"v_594",37,3.09233718844703e-05,20640.3543862164
"46354",0,0,0,3,2,3,0,"v_4450",60,2.10579514824798e-05,20632.7133854748
"1324350",1,1,1,5,3,8,8,"v_1721",38,2.72747108880646e-05,20624.8454968069
"358766",16,10,10,51,26,70,35,"v_5314",32,3.16055625790139e-05,20617.1248579411
"476157",84,46,62,301,150,227,80,"v_458",17,2.63949743968748e-05,20606.7231961479
"2021234",231,179,133,656,436,646,344,"v_1416",144,2.61848651479445e-05,20589.1138211256
"2719119",12,3,6,14,11,27,17,"v_3505",23,2.89712315670539e-05,20586.73367557
"935548",190,124,146,1009,354,604,364,"v_158",33,2.35610112386024e-05,20579.7536356386
"699433",115,73,76,290,204,461,253,"v_5233",147,2.83832879200727e-05,20575.2934543561
"267375",0,1,0,3,2,6,2,"v_2501",33,2.39366158412524e-05,20572.1098067308
"94625",607,106,96,728,807,542,294,"v_283",46,2.39022874489089e-05,20546.517844669
"74700",0,0,1,4,1,3,4,"v_4748",27,2.31101661620947e-05,20545.2970262815
"2740515",59,48,39,125,100,192,80,"v_2934",83,3.10452950855298e-05,20542.9166975658
"1617967",279,225,229,722,461,1127,539,"v_5010",169,2.47341083353945e-05,20541.9355075892
"111500",60,25,19,128,67,108,42,"v_4899",55,3.03526983548837e-05,20534.0261691591
"1788",222,150,149,686,347,833,522,"v_3396",126,2.54731640217031e-05,20533.5758490463
"158841",28,8,11,62,34,98,43,"v_2155",33,3.18694626808592e-05,20530.2185378909
"1040979",123,74,74,366,336,487,198,"v_1004",81,2.82119280031597e-05,20529.9462754465
"205872",0,0,0,1,2,3,6,"v_5644",18,2.34033092279248e-05,20512.0177166651
"53407",43,12,5,80,77,93,33,"v_1650",64,3.11847070196776e-05,20509.0946548685
"1048758",12,6,1,9,21,58,13,"v_1937",58,3.20461464508893e-05,20410.0097651684
"1771309",274,166,128,691,478,970,406,"v_2241",172,2.58859465196345e-05,20406.8145448409
"490",10,9,7,34,23,59,21,"v_1261",45,3.19682874588408e-05,20403.5406596459
"152480",165,91,96,376,262,517,269,"v_952",129,2.73807568041181e-05,20359.713119375
"33952",1,2,0,12,5,12,6,"v_4441",31,2.76197315362095e-05,20353.7730381061
"1331258",169,112,105,503,324,568,284,"v_1103",151,2.73590325846078e-05,20343.0229770477
"742013",38,14,12,94,61,96,61,"v_919",32,3.07465256426024e-05,20339.7785906716
"2315855",3,2,0,3,5,10,8,"v_5627",44,2.79243807768563e-05,20323.109992593
"2219057",68,21,15,202,69,101,49,"v_1454",29,2.91545189504373e-05,20319.7232494407
"272568",297,193,201,785,498,1082,542,"v_683",184,2.49072206032529e-05,20299.3994920599
"240427",13,4,4,17,13,36,11,"v_4165",42,3.16115571853069e-05,20280.2831658366
"46126",3,0,5,4,2,13,14,"v_4040",33,2.74695088451818e-05,20276.9745450442
"525903",74,25,26,141,105,192,84,"v_5091",68,3.06880255324372e-05,20260.4588691112
"2071710",6,3,3,24,11,21,6,"v_1764",19,2.9582297952905e-05,20260.1956823897
"2190",1,0,1,1,0,7,1,"v_5379",19,2.22335860550948e-05,20251.0913376989
"333966",321,188,177,686,476,920,546,"v_3642",157,2.51268907985326e-05,20228.7963710917
"632773",19,7,12,35,16,62,52,"v_3823",36,3.13755020080321e-05,20217.0038730961
"1897729",208,113,84,444,429,720,301,"v_2227",142,2.70782561603033e-05,20206.2867226092
"1763536",2,2,2,14,12,14,11,"v_2520",29,2.963841138115e-05,20180.6730273706
"394221",164,131,142,480,327,582,268,"v_737",89,2.65378695398333e-05,20177.8624950799
"2183582",21,23,15,49,30,74,31,"v_2403",47,3.16035648821187e-05,20176.6794424845
"2739063",16,6,5,40,28,55,20,"v_2668",46,3.18268618714195e-05,20175.2191039798
"118062",3,1,1,8,5,10,1,"v_5367",19,2.72643001254158e-05,20089.7988157529
"225991",302,182,147,1158,863,654,309,"v_893",73,2.34829983092241e-05,20080.2564104319
"2016196",86,67,62,295,177,344,129,"v_741",71,2.91800408520572e-05,20077.6443555253
"121277",10,5,6,22,19,39,18,"v_5422",33,3.14307266784008e-05,20049.2437919816
"1283",10,1,3,15,15,24,37,"v_4016",30,3.05960102802595e-05,20046.0973999716
"346096",21,5,7,49,33,37,25,"v_4985",22,3.02663438256659e-05,20037.1092741953
"490759",14,8,5,39,34,47,23,"v_2368",52,3.23750323750324e-05,20023.2500015626
"1670797",9,8,3,11,8,14,6,"v_4167",23,2.90267336216656e-05,20017.8938706696
"264697",20,11,13,61,23,58,93,"v_3841",37,3.07115874819569e-05,20015.0862257216
"441620",146,88,126,361,256,397,214,"v_238",51,2.68773853679514e-05,20013.3675158586
"1746199",339,230,180,949,618,1036,458,"v_1093",155,2.47776208528457e-05,20012.393475483
"1793",274,165,169,889,484,1066,617,"v_3341",157,2.50087530635723e-05,20004.5676205253
"964",280,162,165,1008,585,842,450,"v_820",53,2.38652092978855e-05,19992.5040550063
"361111",199,146,73,326,347,662,300,"v_2857",161,2.73410799726589e-05,19968.9406002442
"988812",278,192,143,949,511,943,423,"v_564",75,2.50488452482341e-05,19965.9626722368
"1195073",1,0,0,3,0,3,1,"v_5865",46,2.1418779986292e-05,19943.3882121344
"2226",6,5,1,9,14,21,8,"v_5301",57,3.03462507207235e-05,19932.4184828091
"169427",240,156,251,692,418,685,381,"v_1024",85,2.52130502748222e-05,19893.3076350084
"2590869",80,50,42,404,141,252,100,"v_814",40,2.81872762634947e-05,19893.2275801401
"399497",247,156,116,688,346,933,415,"v_3559",80,2.57977968681475e-05,19878.720182237
"1982357",0,0,0,2,0,4,1,"v_5601",41,2.06662808960899e-05,19857.2620300381
"2508196",0,0,0,2,0,4,1,"v_5785",41,2.06662808960899e-05,19857.2620300381
"1482074",617,420,356,1703,984,1977,902,"v_261",86,2.22622943520559e-05,19856.5103298733
"431944",82,66,57,291,206,361,129,"v_625",58,2.91112340252103e-05,19846.3083365384
"626774",2,1,0,2,1,2,0,"v_2136",20,2.19298245614035e-05,19836.0716656785
"1720343",1,0,0,2,3,4,1,"v_2474",37,2.31411843658158e-05,19824.4527730006
"2124",0,0,0,3,1,1,2,"v_4682",60,2.08242227358864e-05,19818.3634864796
"1618207",62,40,36,170,86,205,115,"v_3102",76,3.04191762487072e-05,19815.3009561561
"1813019",1,0,2,3,1,7,4,"v_2888",30,2.46196267664582e-05,19803.8382574509
"1472767",16,6,3,24,14,41,67,"v_3885",53,3.17168321228076e-05,19801.4310499262
"83526",1,1,0,3,2,4,6,"v_4145",32,2.51060731590972e-05,19767.9402979288
"2589986",2,0,2,2,1,2,2,"v_2689",23,2.27107558139535e-05,19752.2802359096
"2557554",1,0,0,0,0,4,0,"v_6487",46,1.97839591659083e-05,19736.3760461799
"182773",5,3,3,13,7,18,9,"v_4337",40,2.99616490891659e-05,19731.8661391442
"44001",0,0,0,10,5,8,2,"v_4459",20,2.51319426991706e-05,19727.9406385007
"1758689",319,200,200,1122,434,1186,576,"v_3137",42,2.43403758154026e-05,19720.3931631706
"251698",47,18,12,86,70,81,25,"v_1588",73,3.13568091311028e-05,19713.9637389103
"2732968",1,0,0,2,0,4,0,"v_5913",57,2.07499014379682e-05,19708.5384252679
"2603215",113,69,58,245,148,347,150,"v_2369",100,2.94785248946143e-05,19674.9958263
"191292",29,18,20,104,38,111,43,"v_3417",16,2.92877225866917e-05,19650.8873516585
"190148",1079,1251,539,10547,1686,3129,4111,"v_21",10,1.79733275818685e-05,19650.5446515202
"1366",4,2,3,12,10,12,7,"v_4233",24,2.80630858169164e-05,19643.9307591204
"1578165",115,66,64,347,187,411,220,"v_3391",111,2.88758626663972e-05,19635.0288408258
"185007",4,3,0,10,8,17,7,"v_4416",48,2.95700514518895e-05,19603.2923842685
"911022",1,2,1,2,0,12,3,"v_1944",19,2.54394667887761e-05,19587.7172127223
"774",2,2,2,4,5,7,2,"v_325",18,2.47948228409908e-05,19586.6022699281
"911092",7,5,4,15,15,34,19,"v_4458",49,3.14346787375833e-05,19544.0696674245
"1551504",34,17,5,35,36,101,54,"v_5102",59,3.23676970383557e-05,19490.3433754636
"93218",187,106,98,471,302,536,259,"v_1058",147,2.75224307810866e-05,19488.99736218
"2267264",13,11,8,51,18,60,25,"v_2377",27,3.13361744798195e-05,19485.0807490502
"1462996",25,15,32,82,47,112,115,"v_3959",27,2.99078837181481e-05,19481.4341195887
"947919",168,106,71,256,231,532,194,"v_2837",127,2.8508709410725e-05,19467.5865080503
"135487",1566,468,433,1930,1314,2557,1432,"v_3420",30,2.06070847157253e-05,19448.2485838538
"70771",16,9,9,19,25,50,25,"v_5423",41,3.16345575907121e-05,19442.2106074085
"2734252",1,0,3,1,3,4,4,"v_5704",19,2.41062603958248e-05,19431.4791793084
"2044880",39,15,22,92,50,117,113,"v_3958",46,3.0265427801822e-05,19426.4965508246
"2590016",85,63,48,365,147,296,159,"v_266",22,2.82438004857934e-05,19426.332157007
"208224",13,7,1,26,10,30,16,"v_1763",58,3.10867943297687e-05,19409.356911409
"1196095",3,2,3,9,7,13,5,"v_2772",10,2.74612110394068e-05,19403.8981558469
"639200",694,433,408,2346,1686,1920,1046,"v_1143",53,2.11779156695398e-05,19401.2745254559
"1571",31,20,14,60,39,86,135,"v_3921",53,3.13038034121146e-05,19393.1447103136
"2360",4,0,2,5,3,8,3,"v_2714",14,2.52187728545129e-05,19392.6887344021
"2785918",16,11,3,59,21,55,19,"v_2392",38,3.17995357267784e-05,19389.6504194573
"2705548",14,9,11,42,27,37,19,"v_1064",10,2.89519397799653e-05,19379.2713590658
"1550728",133,63,62,329,225,315,108,"v_439",64,2.8303755908409e-05,19369.5116992898
"374106",2,2,1,4,5,14,1,"v_2885",27,2.72219953722608e-05,19362.9222222704
"219572",101,37,36,181,106,176,87,"v_1632",68,3.02874276887664e-05,19344.3246702514
"469615",0,1,0,1,2,7,8,"v_5163",33,2.55049989798e-05,19343.0136539105
"1173283",16,1,12,17,14,25,14,"v_1525",18,2.92141396435875e-05,19339.5935304606
"1208104",0,0,2,8,2,6,0,"v_2331",13,2.33759554921807e-05,19326.5732153172
"185008",5,3,3,13,7,19,7,"v_4403",14,2.8802672888044e-05,19316.2096139494
"980427",166,106,120,384,257,641,283,"v_4550",134,2.70606700221898e-05,19315.3871898146
"2282475",171,115,82,688,300,568,237,"v_1087",56,2.608990581544e-05,19314.493172869
"884684",11,1,7,8,9,15,13,"v_4314",28,2.85396272724678e-05,19312.2995901771
"1458831",0,0,3,0,1,1,1,"v_6220",6,2.12634757277425e-05,19309.9014200935
"46125",9,3,2,11,11,22,13,"v_4284",55,3.09482545184452e-05,19291.0408035158
"2306583",136,86,72,343,217,510,333,"v_2212",115,2.78071297480674e-05,19268.0951227895
"680279",2,12,7,34,26,38,14,"v_2404",28,3.07550361371675e-05,19262.8067799032
"1591088",5,3,1,11,9,5,2,"v_2912",26,2.74145351865559e-05,19255.0295529851
"1291540",10,5,4,23,17,47,18,"v_5470",67,3.18613394507105e-05,19252.1736218071
"2588449",0,2,0,7,2,5,1,"v_2457",33,2.47298266439152e-05,19232.582798142
"1526412",92,41,40,245,117,185,94,"v_2992",13,2.75398639530721e-05,19231.1740869349
"1508404",12,7,7,28,22,47,48,"v_3931",50,3.216778717792e-05,19216.4427765778
"1808001",8,5,1,18,5,21,3,"v_1673",48,2.93711633917819e-05,19212.8428275742
"95485",214,146,149,524,366,747,324,"v_949",153,2.64865580717786e-05,19212.2978767901
"43660",1,0,1,4,3,4,3,"v_2498",15,2.32423009877978e-05,19195.8027051166
"2643346",435,293,276,1789,663,1573,1108,"v_3124",57,2.23084816847365e-05,19195.7688984946
"1109710",1,1,0,0,1,4,3,"v_6233",29,2.36512854473641e-05,19183.5690608194
"80868",209,107,108,789,495,473,224,"v_867",45,2.47739378174161e-05,19172.2713892551
"47917",51,25,20,104,105,141,69,"v_1966",78,3.147128245476e-05,19163.3845946529
"1727",101,69,71,320,169,489,197,"v_3441",111,2.87488500459982e-05,19162.5380490197
"123899",256,162,119,657,459,789,334,"v_1102",170,2.62123197903014e-05,19156.0512280299
"396595",232,183,114,579,494,817,295,"v_2164",170,2.62123197903014e-05,19156.0512280299
"86265",93,36,20,172,128,195,61,"v_1635",86,3.01932367149758e-05,19150.0089644767
"682795",301,229,199,667,490,1072,576,"v_5011",168,2.48151273016031e-05,19146.8604103433
"157692",0,1,1,2,2,5,4,"v_5176",29,2.48904818797292e-05,19111.1632781933
"2792603",255,208,151,577,492,926,367,"v_2166",178,2.58752296426631e-05,19108.2187053876
"2067958",15,14,12,36,28,75,24,"v_1849",49,3.16967257282323e-05,19106.4833538848
"225937",21,10,9,45,56,65,26,"v_2375",45,3.23478035841366e-05,19096.1910959001
"2622029",7,3,0,8,6,17,21,"v_4610",79,3.06241195565627e-05,19077.0961786803
"2739434",30,17,10,61,86,89,28,"v_1240",50,3.20852183399108e-05,19075.4604989681
"2796139",124,84,84,258,171,405,218,"v_4835",110,2.86557583746454e-05,19070.9485499583
"626418",8,1,5,8,15,13,10,"v_994",22,2.81001489307893e-05,19067.7538526461
"2518599",215,134,121,561,394,673,343,"v_1055",172,2.67960020364962e-05,19065.1345708049
"2494550",161,89,71,417,240,500,208,"v_525",105,2.83704039945529e-05,19044.087401523
"504",13,8,3,24,20,42,10,"v_1281",70,3.1750063500127e-05,19035.4249037715
"1933904",2,0,3,1,0,7,6,"v_312",28,2.51262594537551e-05,19018.9148986303
"333965",4,3,4,15,7,15,7,"v_2125",26,2.75763174585666e-05,18966.5033258766
"2683241",5,2,0,7,0,7,5,"v_4112",23,2.69927389532216e-05,18964.02480197
"1573676",28,9,9,41,46,64,35,"v_1818",57,3.22092311656521e-05,18963.9412887615
"86665",18,8,19,31,36,100,119,"v_3847",45,3.10106366483704e-05,18950.7014073239
"2420306",17,12,13,42,37,61,23,"v_1950",32,3.07635513443672e-05,18937.6762808343
"2781952",3,3,3,8,5,24,5,"v_1820",27,2.88076513121885e-05,18927.4913140396
"69964",407,106,96,615,473,695,270,"v_1661",44,2.53826433484783e-05,18925.0540031152
"582899",370,311,220,1220,571,1115,740,"v_194",75,2.35993769764478e-05,18917.210750162
"2560010",115,84,105,328,183,586,204,"v_3678",120,2.80835767243316e-05,18910.6132841939
"288004",20,6,10,32,20,50,16,"v_2686",23,3.09875739828329e-05,18878.9177442028
"2043170",82,38,39,218,153,229,120,"v_744",48,3.00878565411e-05,18873.1452674938
"1260",5,0,2,25,4,13,13,"v_4528",24,2.80772686433064e-05,18870.5191346122
"621376",4,2,1,1,2,3,2,"v_2502",14,2.36854571293226e-05,18835.9697141447
"1563222",0,2,0,3,2,9,1,"v_1845",33,2.5025025025025e-05,18822.1687265151
"2734292",1,0,1,1,3,0,5,"v_5710",13,2.26034673718948e-05,18820.2132126774
"1619308",156,68,75,356,194,501,302,"v_3050",64,2.77131138454717e-05,18787.1393026095
"408015",161,64,88,260,173,528,312,"v_3287",64,2.77131138454717e-05,18787.1393026095
"676208",6,9,0,14,12,23,9,"v_2664",62,3.07191349491598e-05,18781.1283597591
"1796921",342,238,231,707,575,1001,478,"v_4827",132,2.45972205140819e-05,18779.3369313765
"289435",12,12,10,22,14,42,1285,"v_4614",2,1.8836648583484e-05,18777
"2198",70,331,49,297,112,878,115,"v_5309",2,2.11050609936263e-05,18777
"556499",297,192,166,667,456,996,504,"v_3563",190,2.52047889098929e-05,18764.7602225415
"2744519",22,5,10,65,48,51,22,"v_155",29,2.99338461998982e-05,18760.5432884088
"60552",110,65,85,290,183,416,162,"v_954",97,2.88417166589755e-05,18748.4112906767
"28223",4,3,6,19,25,39,25,"v_2846",17,3.00851409488853e-05,18741.2362243065
"1226343",0,0,1,0,7,3,2,"v_6140",8,2.25225225225225e-05,18722.072012992
"2609299",42,29,33,118,73,173,93,"v_3705",69,3.04590173920989e-05,18719.4791093039
"1532555",69,35,51,472,127,214,94,"v_708",16,2.55108548687467e-05,18717.293113095
"1241860",0,0,0,2,0,1,0,"v_2052",33,1.61880402758442e-05,18712.6304347826
"2315801",0,0,0,2,0,1,0,"v_2054",33,1.61880402758442e-05,18712.6304347826
"2027290",0,0,0,2,0,1,0,"v_2128",33,1.61880402758442e-05,18712.6304347826
"33923",0,0,0,2,0,1,0,"v_4708",33,1.61880402758442e-05,18712.6304347826
"47835",0,0,0,2,0,1,0,"v_4733",33,1.61880402758442e-05,18712.6304347826
"2423",0,0,0,2,0,1,0,"v_5118",33,1.61880402758442e-05,18712.6304347826
"2560594",0,0,0,2,0,1,0,"v_5658",33,1.61880402758442e-05,18712.6304347826
"2560666",0,0,0,2,0,1,0,"v_5795",33,1.61880402758442e-05,18712.6304347826
"1474867",0,0,0,2,0,1,0,"v_5972",33,1.61880402758442e-05,18712.6304347826
"10988",0,0,0,2,0,1,0,"v_6033",33,1.61880402758442e-05,18712.6304347826
"132473",396,189,221,721,484,1242,805,"v_3271",109,2.37693423022985e-05,18709.2034543729
"1236179",29,12,15,52,118,50,25,"v_811",19,3.01804792660107e-05,18701.4244384444
"2641160",9,6,1,22,4,43,16,"v_5436",61,3.15447462225166e-05,18700.3788876679
"1082704",58,23,14,91,57,119,68,"v_2110",76,3.18299010090079e-05,18688.0255808278
"1937005",1,2,2,4,1,5,2,"v_5396",23,2.50802568218299e-05,18684.8575587301
"83561",14,7,10,10,15,22,33,"v_4847",13,2.89661964487443e-05,18683.0145011098
"1662285",117,28,16,613,254,76,42,"v_1177",21,2.59437021662991e-05,18674.8822135483
"236753",1,0,0,9,4,3,4,"v_4313",17,2.48428688544953e-05,18671.269004222
"2714925",260,139,123,882,544,625,298,"v_912",64,2.46159905474596e-05,18670.0590265602
"2675298",22,10,5,41,78,41,25,"v_1174",49,3.13518936543767e-05,18669.8955256771
"2170729",287,239,165,888,467,1102,631,"v_202",173,2.47942080729941e-05,18657.7993808121
"2419773",3,2,0,2,3,4,10,"v_4239",26,2.66915788068864e-05,18643.1454468383
"309887",322,178,185,616,510,1033,570,"v_4545",184,2.49650489314959e-05,18626.5168917211
"853",215,156,106,470,367,707,343,"v_4293",165,2.6837712353399e-05,18609.5410209069
"2267253",12,3,2,7,6,11,10,"v_2671",45,2.98819662333782e-05,18605.763423966
"2619626",86,62,52,175,155,332,301,"v_4603",104,2.90528762347472e-05,18602.6895516094
"395965",342,213,209,1041,560,1088,636,"v_299",195,2.4627508927472e-05,18601.9776856167
"233316",0,0,1,3,1,2,0,"v_2390",39,2.05761316872428e-05,18601.8393152113
"1005058",4,1,3,14,4,9,10,"v_2760",20,2.64872596281189e-05,18598.8488223106
"13773",5,5,1,8,14,20,10,"v_5425",50,3.02846759539673e-05,18597.858055366
"1871025",22,14,16,30,24,70,31,"v_4540",40,3.08109440473256e-05,18594.2571563152
"2045451",8,9,4,162,34,35,22,"v_1320",9,2.90537203288881e-05,18593.977542724
"563",38,16,14,82,50,97,45,"v_1909",94,3.21326435525851e-05,18593.8701100885
"60890",145,99,98,524,255,547,216,"v_540",41,2.67444037335188e-05,18580.9977886138
"1529068",116,67,51,789,223,380,183,"v_480",46,2.64515275757175e-05,18580.1904366921
"1402135",194,158,99,861,337,753,324,"v_516",53,2.57685469116397e-05,18578.5654628608
"2638792",334,190,157,601,492,1066,531,"v_3785",131,2.52742253449932e-05,18561.4611491392
"2649294",88,84,51,276,124,362,154,"v_3119",59,2.89569699426652e-05,18559.8032065929
"2814293",18,9,4,31,23,46,15,"v_2407",63,3.22632682690757e-05,18558.7100011848
"85336",36,23,22,110,55,127,58,"v_3090",44,3.14376434342482e-05,18552.7859253071
"83683",0,1,2,1,2,4,2,"v_4091",18,2.29315721885892e-05,18548.3464006779
"2169611",0,1,0,3,0,4,3,"v_5647",36,2.24946575188393e-05,18537.1805282056
"2769486",62,44,26,141,153,226,114,"v_2362",80,3.08842150776738e-05,18528.967261259
"2621872",584,352,303,1818,936,2221,1134,"v_3551",46,2.19833366308338e-05,18519.9065865444
"91844",2,2,1,8,5,11,3,"v_2254",41,2.77000637101465e-05,18519.0908353885
"1858656",7,5,10,45,17,35,16,"v_2387",14,2.76686403630126e-05,18509.0361779248
"2621901",27,10,17,86,51,149,75,"v_5252",29,3.05903946160905e-05,18504.2213329111
"519472",4,0,3,5,4,7,13,"v_4259",27,2.71054129509663e-05,18476.4553969492
"2058152",15,8,5,11,18,48,14,"v_1810",54,3.20153673763406e-05,18475.6309974405
"2080742",331,159,143,1875,579,794,484,"v_2998",47,2.27847524436647e-05,18473.1412616038
"2074",840,706,524,2841,1306,3604,1754,"v_3621",61,2.04813108038914e-05,18451.6766529503
"2528021",550,334,124,1884,906,1733,640,"v_4778",49,2.27702256529362e-05,18429.9254634396
"1349",6,2,1,4,5,9,11,"v_4217",44,2.88733614367385e-05,18395.5124992409
"2174846",465,240,202,831,615,1527,884,"v_3263",92,2.36350744504845e-05,18393.7290131047
"73913",0,0,0,2,1,2,2,"v_5377",65,2.11014982063727e-05,18386.9257609186
