"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2635519",6.76925854054786e-06,8.81041743757819e-06,8.11784027850174e-06,6.38606014300213e-06,7.58610226065847e-06,9.74364470773938e-06,1.25329283108668e-05,1.39279457942321e-05,1.25011161710867e-05,1.1810642333594e-05,3.8445971875723e-06,6.2179138987697e-06,1.09777678246016e-05,6.3554935541851e-06,5.7538966346993e-06,5.96821092134853e-06,6.05305095626435e-06,1.01946022129933e-05,"v_5512",6,4.48772606920074e-05,197.880523829075
"2613965",0.000161333995216391,0.000123345844126095,0.000173465429109037,0.00015873920926891,0.000139499991570997,0.000143054420027264,0.000128854169196099,0.000148714517996478,0.0001339405304045,0.000148814093403284,0.000153783887502892,0.000169216085387947,0.000138758985302964,0.0001312653860999,0.000156505988463821,0.000152189378494388,0.000142582978080894,0.000159609240897176,"v_677",17,5.638249887235e-05,197.589135061697
"1278232",3.10257683108444e-06,0,4.69980226650101e-06,2.5088093418937e-06,8.42900251184275e-07,5.31471529513057e-06,4.30819410686045e-06,7.63790575812729e-06,5.35762121618002e-06,4.72425693343758e-06,3.8445971875723e-06,2.66482024232987e-06,3.07377499088845e-06,2.9333047173162e-06,1.91796554489977e-06,1.49205273033713e-06,3.36280608681353e-06,3.1858131915604e-06,"v_4560",2,2.85176524268522e-05,197.588236180992
"2731755",1.63590414729907e-05,1.76208348751564e-05,1.75174448115038e-05,1.59651503575053e-05,1.60151047725012e-05,7.97207294269585e-06,1.21412743011522e-05,1.70729658122845e-05,1.29475846057684e-05,1.88970277337503e-05,2.02715124435631e-05,1.9542015110419e-05,1.27342106765379e-05,1.31998712279229e-05,1.76452830130778e-05,1.99935065865176e-05,1.07609794778033e-05,1.68848099152701e-05,"v_2563",3,4.4873233116446e-05,196.289635804329
"1971364",8.74362561487432e-06,2.20260435939455e-06,1.15358782905025e-05,4.10532437764423e-06,5.05740150710565e-06,6.64339411891321e-06,7.83308019429172e-06,8.98577148014976e-06,5.80408965086168e-06,4.04936308580364e-06,5.24263252850769e-06,7.10618731287965e-06,1.00995463986335e-05,6.59993561396145e-06,8.43904839755897e-06,7.46026365168566e-06,7.73445399967112e-06,8.60169561721308e-06,"v_2235",2,3.75037503750375e-05,196.031696729697
"490",1.91795658648856e-05,3.30390653909182e-05,1.53811710540033e-05,8.66679590836004e-06,9.69335288861916e-06,1.24010023553047e-05,1.17496202914376e-05,1.52758115162546e-05,1.69658005179034e-05,1.82221338861164e-05,1.18833003979508e-05,1.11034176763745e-05,7.4648821207291e-06,1.12443347497121e-05,9.58982772449883e-06,1.19364218426971e-05,1.10972600864846e-05,8.28311429805704e-06,"v_1258",4,4.95540138751239e-05,195.380257010724
"1591409",7.92567354122479e-05,5.50651089848637e-05,6.57972317310141e-05,6.38606014300213e-05,6.27960687132285e-05,5.66902964813927e-05,7.01060677389109e-05,7.3683326137228e-05,7.14349495490669e-05,7.49132170873674e-05,8.03870321037846e-05,8.70507945827758e-05,6.67448283735778e-05,5.10883904932572e-05,7.78694011229305e-05,6.26662146741596e-05,5.81765453018741e-05,6.65834957036123e-05,"v_692",19,6.01503759398496e-05,193.856891820933
"39791",4.93591768581615e-05,3.96468784691019e-05,5.46886081920117e-05,5.72464677104834e-05,5.43670662013857e-05,5.35900458925666e-05,5.20899832920399e-05,4.58274345487638e-05,4.55397803375301e-05,5.73659770488849e-05,6.25620815068584e-05,6.39556858159169e-05,4.30328498724383e-05,4.8155085775941e-05,4.02772764428951e-05,3.96886026269677e-05,5.41411779976978e-05,3.66368517029446e-05,"v_3501",18,6.04485280783413e-05,191.481929002748
"2648503",0.000960106503001038,0.000832584447851139,0.000992512787734712,0.00128108927940153,0.00122810566597549,0.00120998351552473,0.00122861862847466,0.000930476636769507,0.000972854719171355,0.000965435649040352,0.00102196383422377,0.0010930204360623,0.000791716615510269,0.000850658368021699,0.000823574404979959,0.000808692579842726,0.000890471051788223,0.000782435719847234,"v_3338",46,4.34310532030402e-05,191.358218519687
"2587862",4.23078658784241e-06,0,2.99078326050064e-06,5.24569226032318e-06,2.10725062796069e-06,6.20050117765233e-06,5.87481014571879e-06,8.08719433213478e-06,3.57174747745334e-06,3.71191616198667e-06,4.54361485804e-06,2.22068353527489e-06,2.63466427790439e-06,2.4444205977635e-06,1.53437243591981e-06,3.87933709887654e-06,3.36280608681353e-06,2.54865055324832e-06,"v_2632",2,2.870428842069e-05,189.550768447923
"2715960",0.000644771875987184,0.000374442741097073,0.000728469351307656,0.000396163802442668,0.000316509044319695,0.000494711415388404,0.000338389064393402,0.000526116920162768,0.000330386641664434,0.000349932459998198,0.000354751467762354,0.000348647315038158,0.000305181945523925,0.000365196437305867,0.000346384577408898,0.000527291434901143,0.000420350760851691,0.000383890489583028,"v_9",22,4.53864657559116e-05,189.106996707337
"317655",0.000216052168419152,0.000257704710049162,0.000211918356744045,0.000223055957852003,0.000351910854869435,0.000226761185925571,0.000190343848721289,0.000256543775758276,0.000280382176980088,0.000265908175967772,0.000306519248500083,0.000326440479685409,0.00031440327049659,0.000244930943895903,0.000420034454333049,0.000264988564907875,0.000255573262597828,0.000302333671879082,"v_417",18,4.18410041841004e-05,186.766392080589
"2813778",7.50259488244054e-05,5.94703177036528e-05,6.96425244945149e-05,6.22640863942708e-05,7.50181223554005e-05,8.06065153094803e-05,7.67641859040589e-05,6.73932861011232e-05,6.33985177247969e-05,8.09872617160728e-05,7.86394879276153e-05,7.32825566640714e-05,7.94790390501157e-05,6.25771673027457e-05,7.63350286870107e-05,8.05708474382051e-05,5.44774586063792e-05,8.7609862767911e-05,"v_717",3,4.0472721385786e-05,184.594834823604
"1670800",0.000811182815108985,0.000566069320364399,0.000695997990193649,0.000618535539565064,0.000667998449063538,0.000383102394190662,0.000434735950783191,0.000506797511480446,0.000519689257969462,0.000575684452031751,0.000546631818305735,0.000634227217674509,0.000555475051924842,0.000405529377168965,0.00108211616043245,0.000584884670292156,0.000632543824929625,0.000910186828828806,"v_102",15,4.21727395411606e-05,183.432943345483
"948",3.94873414865292e-06,0,3.84529276350082e-06,9.12294306143162e-07,3.3716010047371e-06,2.65735764756528e-06,1.17496202914376e-06,2.24644287003744e-06,8.92936869363336e-07,3.03702231435273e-06,3.8445971875723e-06,4.44136707054978e-07,8.78221425968129e-07,2.4444205977635e-06,1.15077932693986e-06,1.49205273033713e-06,1.34512243472541e-06,1.91148791493624e-06,"v_748",2,2.57135510413988e-05,182.560661630614
"195105",0.000216334220858342,0.000167397931313986,0.000173038174357537,0.000150984707666693,0.000174058901869553,0.000140397062379699,0.000151570101759545,0.000169381792400823,0.000170997410483079,0.000193694534270941,0.000169162276253181,0.000181207776478431,0.000154127860257407,0.000134443132876993,0.000174918457694859,0.000164125800337085,0.00015166255451529,0.000178724120046538,"v_667",14,4.86712742139589e-05,179.490965166627
"1392877",0.000460309580757254,0.000204842205423693,0.000303350873565065,0.000235828078138007,0.000232219019201268,0.000227646971808093,0.000254183452304766,0.000282153224476702,0.000254487007768551,0.000498071659553848,0.000450167379781193,0.000285579902636351,0.000378952545305248,0.000208753519049003,0.000213277768592854,0.000237534794669671,0.000543093183020385,0.000499535508436671,"v_1471",29,5.31519081535027e-05,179.414151559798
"319706",0.000194334130601561,0.000279730753643108,0.00018756483590854,0.000203669703846461,0.000235590620206005,0.00021613175533531,0.000229509249692747,0.000197237683989287,0.000195553174390571,0.000180196657318262,0.000176152452957858,0.000203858748538235,0.00019233049228702,0.000160109549153509,0.000135408367469923,0.000170690832350568,0.000170830549210127,0.00015769775298224,"v_3383",36,5.3850296176629e-05,178.682310046456
"67351",6.48720610135836e-05,0.000101319800532149,5.89611557070126e-05,7.59485009864182e-05,6.11102682108599e-05,8.19351941332629e-05,6.18813335349046e-05,6.87411518231456e-05,7.94713813733369e-05,6.58021501443092e-05,6.15135550011569e-05,5.72936352100922e-05,6.19146105307531e-05,9.58212874323293e-05,5.86897456739328e-05,5.81900564831482e-05,5.88491065192368e-05,5.5751730852307e-05,"v_3122",8,5.68828213879408e-05,178.490997870811
"2033032",3.32821878243603e-05,2.86338566721291e-05,4.22982203985091e-05,3.90005815876202e-05,3.28731097961867e-05,3.01167200057399e-05,3.68154769131711e-05,3.10009116065167e-05,3.12527904277168e-05,3.81315023913176e-05,3.11062863358123e-05,3.02012960797385e-05,2.7224864205012e-05,3.12885836513728e-05,2.4549958974717e-05,3.8494960442698e-05,2.18582395642879e-05,3.59996890646325e-05,"v_2494",10,5.90249085113918e-05,173.603224303665
"634177",5.38720158851934e-05,4.84572959066801e-05,5.51158629435118e-05,4.44743474244791e-05,4.50951634383587e-05,4.96040094212186e-05,5.32649453211837e-05,4.44795688267413e-05,4.10750959907135e-05,5.77034239727019e-05,4.40381132394646e-05,5.01874478972126e-05,3.82026320296136e-05,4.71773175368356e-05,3.60577522441156e-05,5.55043615685413e-05,5.24597749542911e-05,4.71500352350939e-05,"v_528",14,6.13083195389614e-05,172.049763486144
"286104",3.69488695338237e-05,2.86338566721291e-05,3.41803801200073e-05,3.01057121027243e-05,2.19154065307911e-05,3.27740776533052e-05,2.89823967188794e-05,2.87544687364792e-05,2.18769532994017e-05,2.90204354482594e-05,2.41161096311354e-05,2.17626986456939e-05,2.45901999271076e-05,2.41997639178587e-05,3.87429040069753e-05,2.47680753235964e-05,2.89201323465964e-05,3.40882011496963e-05,"v_4939",3,3.75544539582394e-05,170.831752649794
"215580",0.0013019540592987,0.000988969357368152,0.00119118624718225,0.000742151418047462,0.000958377585596521,0.000849468661338369,0.0012540761391061,0.00129844397888164,0.0011032235020984,0.00175404911000061,0.0010471284703606,0.000969994568208073,0.000739023329952181,0.00103643433345172,0.000939035930782925,0.00160306145347422,0.000681640793797102,0.000900947970573281,"v_865",8,4.20150413848158e-05,169.153146096569
"2045208",0.000304616634324654,0.000484572959066801,0.000283697154996061,0.000234003489525721,0.00025034137460173,0.000283008589465703,0.000269066304673921,0.00028260251305071,0.000265202250200911,0.000282443075234804,0.000263180152931086,0.000266037887525932,0.000243706445706156,0.000261308561900918,0.000431158654493467,0.000298112135521359,0.000249520211641564,0.000271749865240102,"v_1118",19,5.1305730850136e-05,168.879723251306
"2608887",1.55128841554222e-05,8.81041743757819e-06,1.32448972965028e-05,8.66679590836004e-06,1.34864040189484e-05,1.1072323531522e-05,1.17496202914376e-05,1.7522254386292e-05,8.92936869363336e-06,1.72097931146655e-05,1.08347738922492e-05,1.64330581610342e-05,1.05386571116176e-05,1.17332188692648e-05,1.03570139424587e-05,1.16380112966296e-05,9.41585704307788e-06,8.92027693636912e-06,"v_4220",3,4.9046054244936e-05,168.517734390669
"2624466",0.000654079606480437,0.000552853694208032,0.000592175085579127,0.000828135156401455,0.000803283939378614,0.000652824195418538,0.000630954609650198,0.000580031549043667,0.000550049111527815,0.000597955949003671,0.000724881324274996,0.00060491419500888,0.000457553362929395,0.000499884012242636,0.000583061525649529,0.000461939525312376,0.000606650218061161,0.00057121630524678,"v_3281",3,3.90838739935902e-05,167.837554880559
"76114",0.000391488785595018,0.000211450018501877,0.000405037504422087,0.00026821452600609,0.000289957686407391,0.000270164694169137,0.000325464482072821,0.000376953113592282,0.000307616751495669,0.0003519571415411,0.000337625534835895,0.000337543897361784,0.00028849573843053,0.000333418969534942,0.000321067432216221,0.000361076760741586,0.00033796201172476,0.000315714087283635,"v_1170",35,5.31858312945431e-05,167.186190401033
"743721",0.000368360485581479,0.000235678666455217,0.000306768911577066,0.000280758572715558,0.000388577015795951,0.000351214102419878,0.000366196499083138,0.000397620387996627,0.000324582552013573,0.000373216297741569,0.000399488598672286,0.000325552206271299,0.000491364887829168,0.000361040922289669,0.00136098835066087,0.000425235028146083,0.000355112322767509,0.000584596720651333,"v_1713",28,4.06785176748159e-05,166.07106011302
"149696",6.28976939392572e-05,5.06599002660746e-05,6.45154674765138e-05,4.74393039194444e-05,6.99607208482948e-05,6.02334400114798e-05,5.71814854183296e-05,6.60454203791007e-05,6.96490758103402e-05,7.8962580173171e-05,6.39601168477938e-05,5.90701820383121e-05,7.86008176241476e-05,6.62437981993909e-05,6.94303527253715e-05,7.25137626943846e-05,5.95216677365995e-05,7.55037726399814e-05,"v_1663",2,3.7564328913264e-05,164.541992164973
"1917485",0.00020082133670292,0.000154182305157618,0.000192264638175041,0.000174248212473344,0.000180802103879027,0.000161213030618961,0.000194260388818435,0.000205774166895429,0.000181266184480757,0.000187957936566052,0.000175103926452157,0.00021496216621461,0.000161153631665152,0.000150576308822232,0.000183741099201398,0.000176062222179782,0.000164777498253863,0.000190511628855312,"v_600",13,5.54569653948536e-05,164.413233257479
"445932",1.29744122027167e-05,8.81041743757819e-06,1.06813687875023e-05,1.20878995563969e-05,1.68580050236855e-05,1.63870388266526e-05,1.21412743011522e-05,2.24644287003744e-05,2.23234217340834e-05,2.42961785148219e-05,1.43298622445877e-05,1.33241012116494e-05,1.44906535284741e-05,1.14887768094885e-05,1.53437243591981e-05,1.58157589415736e-05,1.34512243472541e-05,1.46547406811778e-05,"v_5253",8,5.20399666944213e-05,163.525920681847
"163011",3.75129744122027e-05,3.96468784691019e-05,3.67439086290079e-05,0.000153949664161659,3.28731097961867e-05,3.05596129470008e-05,3.60321688937419e-05,3.36966430505616e-05,2.81275113849451e-05,4.99421447249116e-05,4.997976343844e-05,3.59750732714532e-05,3.77635213166296e-05,3.25107939502546e-05,3.49069729171757e-05,3.49140338898889e-05,2.15219589556066e-05,2.58050868516392e-05,"v_1516",16,5.60349658186708e-05,163.136534530124
"32002",0.000494719978338373,0.000389860971612835,0.000480234340686103,0.000395935728866132,0.000417657074461808,0.000415876471843967,0.000433952642763761,0.000490173834242169,0.000410750959907135,0.000485923570296437,0.000429546358502397,0.000421929871702229,0.000339432581136682,0.000393307274180147,0.000392415750486492,0.000445526945278668,0.000394120873374546,0.000444420940222676,"v_1077",5,4.7270148900969e-05,162.085859973602
"237609",0.000106333769574439,7.04833395006255e-05,0.000107240942626523,7.48081331037393e-05,9.77764291373759e-05,7.92778364856977e-05,7.71558399137734e-05,8.53648290614227e-05,7.58996338958836e-05,0.000142740048774578,0.000124425145343249,9.41569818956554e-05,0.000103191017551255,7.69992488295503e-05,7.05811320523114e-05,7.19169416022498e-05,5.61588616497859e-05,8.15568177039462e-05,"v_1482",28,6.00781015319916e-05,161.833043448706
"1564506",0.000188128976939393,0.000127751052844884,0.000145693870261531,0.000160563797881196,0.000136549840691853,0.00013065341767196,0.000136295595380676,0.000152758115162546,0.000148227520314314,0.000143414942622212,0.000161822590713271,0.000155003710762187,0.000126024774626427,0.000122709914007728,0.00016532862997036,0.000145325935934837,0.000127786631298914,0.000160246403535488,"v_623",13,5.27287107830214e-05,160.860427760859
"138336",0.00160459632654903,0.00366953886275132,0.00258360948232105,0.00297864090955742,0.00171951651241592,0.00146154670616091,0.00188542240276602,0.00111782997213063,0.00126350567014912,0.0011911876410739,0.00144452001602149,0.00171436768923222,0.00144599157785652,0.00125520997695156,0.00124591041796689,0.00137000281699555,0.00198607327487207,0.00137531555479662,"v_3709",5,3.50914131312068e-05,160.838705421495
"299146",0.00055197662349384,0.000455939102394671,0.00060841076613613,0.000647044736632038,0.0012491781722551,0.00110856103197598,0.00142601224937081,0.00100056565431468,0.000691579605321904,0.000664432992995614,0.000543835747623864,0.000533408185173029,0.00285773252010029,0.000873391479580899,0.000448803937506545,0.000556237257869683,0.000507783719108843,0.00037082865549763,"v_3578",16,4.19146617486797e-05,160.125138038915
"1302235",7.89746829730583e-06,4.4052087187891e-06,8.97234978150192e-06,5.24569226032318e-06,5.47885163269779e-06,1.68299317679135e-05,1.37078903400105e-05,8.08719433213478e-06,8.48290025895169e-06,6.7489384763394e-06,8.73772088084615e-06,1.33241012116494e-05,7.4648821207291e-06,7.82214591284321e-06,3.45233798081958e-06,8.35549528988794e-06,6.72561217362706e-06,7.00878902143288e-06,"v_3744",5,4.48893477577771e-05,159.603055498093
"307121",0.000716977300419694,0.000640957868583814,0.000818620103874175,0.00102450650579877,0.00199893794568351,0.00120644037199464,0.00173855214912305,0.00092823019389947,0.00107554245914814,0.000951262878240039,0.00095241157601223,0.00101085514525713,0.00201551817259686,0.000979968217643388,0.00073496439680559,0.000657995254078675,0.000664826763363035,0.000538721010692863,"v_3570",17,4.01235806283353e-05,155.786793351039
"240427",7.33336341892685e-06,4.4052087187891e-06,1.02541140360022e-05,7.0702808726095e-06,4.21450125592137e-06,7.97207294269585e-06,1.29245823205813e-05,6.73932861011232e-06,1.02687739976784e-05,5.06170385725455e-06,9.43673855131384e-06,1.15475543834294e-05,4.39110712984065e-06,5.62216737485605e-06,4.21952419877948e-06,7.75867419775309e-06,4.70792852153894e-06,6.05304506396476e-06,"v_4202",2,4.0102662816811e-05,153.505629485188
"1575",0.000493873821020804,0.000482370354707406,0.000500742568758107,0.000601886168477951,0.000645240142281562,0.000593919434230841,0.000591397554669025,0.000489724545668162,0.000434860255379945,0.000502121022639652,0.00050259370506627,0.000540070235778854,0.000535275959127575,0.000407973797766728,0.000419650861224069,0.000506104286130355,0.000481890112240379,0.00044410235890352,"v_3185",28,4.8344210780759e-05,153.009640954655
"1920114",1.97436707432646e-06,0,1.70901900600037e-06,9.12294306143162e-07,1.68580050236855e-06,4.87182235386969e-06,1.56661603885834e-06,2.24644287003744e-06,2.23234217340834e-06,1.68723461908485e-06,1.74754417616923e-06,2.66482024232987e-06,1.31733213895219e-06,1.4666523586581e-06,1.15077932693986e-06,3.58092655280912e-06,1.34512243472541e-06,3.1858131915604e-07,"v_1848",2,3.20184426229508e-05,145.10183485296
"1549949",0.00055225867593303,0.000546245881129848,0.000651990750789139,0.000366286163916479,0.000343481852357592,0.000678069093070408,0.000362279958985992,0.000594858071985914,0.000327261362621663,0.00035533161077927,0.000382712174581061,0.000421041598288119,0.000360070784646933,0.000348085493121523,0.000619886464111604,0.000837936813357333,0.000445235525894111,0.000453341217159045,"v_33",16,4.24448217317487e-05,144.381597608237
"51101",9.02567805406381e-05,6.16729220630473e-05,8.24601670395176e-05,6.61413371953792e-05,7.9654073736914e-05,8.68070164871326e-05,8.69471901566381e-05,0.000102887083447715,8.52754710241986e-05,9.65098202116535e-05,8.8425735314163e-05,8.66066578757208e-05,7.11359355034185e-05,7.62659226502213e-05,6.75123871804717e-05,7.04248888719126e-05,8.97869225179212e-05,7.32737034058892e-05,"v_3988",11,6.16598840794179e-05,143.897739729063
"1772",0.000406155512432872,0.000334795862627971,0.000411446325694588,0.000428778323887286,0.000571064920177346,0.000590376290700754,0.00045431865126892,0.000443897111119398,0.000387534601303688,0.000383339705456078,0.000874121596919849,0.000841194923162129,0.000345141020405475,0.000599860814691163,0.000360961115550136,0.000447914229647207,0.000898878067005256,0.000921018593680111,"v_3352",6,4.57875457875458e-05,143.394510313107
"1938606",8.82824134663117e-05,7.92937569382037e-05,8.97234978150192e-05,6.7509778654594e-05,7.24894216018476e-05,8.32638729570456e-05,6.97144137291963e-05,8.08719433213478e-05,7.72390391999286e-05,8.36868371066086e-05,7.58434172457446e-05,7.01735997146866e-05,7.15750462164025e-05,7.55325964708922e-05,8.43904839755897e-05,8.89263427280931e-05,7.80171012140739e-05,7.45480286825133e-05,"v_1129",6,5.97014925373134e-05,141.737777583836
"2490851",2.3410352452728e-05,1.98234392345509e-05,2.26445018295048e-05,1.59651503575053e-05,1.60151047725012e-05,2.30304329455658e-05,1.91910464760147e-05,1.88701201083145e-05,1.83052058219484e-05,2.69957539053576e-05,2.30675831254338e-05,1.73213315751442e-05,1.88817606583148e-05,2.19997853798715e-05,1.26585725963385e-05,1.99935065865176e-05,1.31149437385728e-05,2.03892044259865e-05,"v_2011",6,5.45672814580378e-05,141.077704187218
"2681308",3.94873414865292e-06,0,7.26333077550155e-06,3.87725080110844e-06,7.58610226065847e-06,3.98603647134793e-06,7.04977217486255e-06,4.94217431408237e-06,5.80408965086168e-06,5.06170385725455e-06,6.99017670467692e-06,3.55309365643983e-06,3.07377499088845e-06,5.8666094346324e-06,4.21952419877948e-06,3.87933709887654e-06,5.716770347583e-06,6.3716263831208e-06,"v_1846",2,4.18900804289544e-05,140.072139320052
"2601677",0.000576515185703326,0.000359024510581311,0.000536204713132615,0.000517270871583173,0.000708879111245975,0.000641751871887016,0.000700669023379394,0.00084421323056007,0.000633538708813287,0.000705938964625102,0.000581233192993886,0.00060846728866532,0.000513320423478372,0.000503795085199058,0.000551606890713172,0.000600402018687662,0.000714596293447875,0.000688772812015358,"v_4696",19,4.91376345142745e-05,139.795677608318
"1226757",0.000440847962453179,0.000374442741097073,0.000566112545737621,0.000432427501111859,0.000465702388779312,0.00069888506130967,0.000542049149444987,0.000407954025198799,0.000574604875435307,0.000457578028695812,0.000418711584610147,0.000421041598288119,0.000352605902526204,0.000601816351169374,0.000321067432216221,0.000401362184460689,0.000496686459022358,0.000400138136859986,"v_3047",57,4.87020893196318e-05,138.391826164882
"2587847",0.000132564646419062,8.14963612975983e-05,0.000132021718213528,0.000104457698053392,0.000112948633658693,0.000100979590607481,0.000123371013060095,0.000120858626408014,9.91159924993303e-05,0.000127892384126632,0.000112192336110065,0.000128799645045944,0.000106703903255128,9.97323603887509e-05,0.000106638884296427,0.000139954546105623,0.000116689371212429,0.000104176091364025,"v_613",7,5.76801061313953e-05,138.203448210825
"182640",0.00132423620199467,0.00150437877746648,0.00125869249791927,0.00195048522653408,0.00291812066959996,0.00215555994511671,0.00344851355553693,0.00113445364936891,0.00175506741673364,0.00139838005229752,0.00114114634703851,0.00119783669892728,0.0013392876746014,0.00156442918256864,0.00103800295289975,0.000922088587348348,0.00133301633281288,0.000910186828828806,"v_3688",23,4.00352310032829e-05,138.049839252682
"637971",7.33336341892685e-06,4.4052087187891e-06,5.55431176950119e-06,3.87725080110844e-06,6.32175188388206e-06,8.41496588395674e-06,1.01830042525792e-05,5.84075146209734e-06,4.46468434681668e-06,6.07404462870546e-06,8.73772088084615e-06,5.32964048465974e-06,4.83021784282471e-06,6.3554935541851e-06,4.60311730775944e-06,6.56503201348338e-06,6.38933156494571e-06,5.41588242565268e-06,"v_4128",3,4.33181719731427e-05,137.700619021351
"1649482",1.46667268378537e-05,1.10130217969727e-05,1.8799209066004e-05,7.98257517875266e-06,1.01148030142113e-05,1.32867882378264e-05,1.87993924663001e-05,1.88701201083145e-05,2.27698901687651e-05,1.92344746575673e-05,1.60774064207569e-05,1.46565113328143e-05,1.14168785375857e-05,1.4666523586581e-05,3.03038556094163e-05,1.34284745730342e-05,1.68140304340676e-05,6.75392396610805e-05,"v_5046",2,3.31575980635963e-05,136.890512065304
"94",0.0014954420325827,0.000892054765554792,0.00158682414707134,0.00109931463890251,0.00139668571621234,0.00129457606730555,0.00134024002124331,0.00157880004906231,0.00145459416019287,0.00162683161972161,0.00136343396624723,0.0015034027533811,0.00130811081397953,0.00139258641454587,0.0012973118945702,0.00170422262859107,0.00135588341420322,0.00140462503615898,"v_523",11,4.00384368994234e-05,136.249596305181
"768670",8.17952073649533e-06,6.60781307818364e-06,1.28176425450027e-05,7.52642802568108e-06,5.47885163269779e-06,7.08628706017409e-06,9.79135024286465e-06,1.07829257761797e-05,4.91115278149835e-06,9.11106694305819e-06,8.03870321037846e-06,3.55309365643983e-06,6.58666069476097e-06,7.08881973351416e-06,4.21952419877948e-06,1.13396007505622e-05,5.716770347583e-06,7.32737034058892e-06,"v_5248",4,4.52468214107959e-05,135.217274662001
"191292",2.87693487973284e-05,4.18494828284964e-05,3.63166538775078e-05,2.89653442200454e-05,3.41374601729631e-05,3.23311847120443e-05,3.64238229034565e-05,2.51601601444193e-05,2.27698901687651e-05,2.76706477529916e-05,2.44656184663692e-05,2.57599290091887e-05,1.62470963804104e-05,3.71551930860052e-05,2.26319934298172e-05,2.41712542314615e-05,2.42122038250574e-05,1.78405538727382e-05,"v_3452",17,5.50721445093072e-05,132.580067836777
"2628272",5.64104878378988e-06,1.54182305157618e-05,8.97234978150192e-06,1.82458861228632e-06,3.79305113032924e-06,2.2144647063044e-06,5.48315613600421e-06,1.16815029241947e-05,7.58996338958836e-06,5.73659770488849e-06,5.94165019897538e-06,5.77377719171472e-06,4.83021784282471e-06,4.888841195527e-06,4.21952419877948e-06,5.07297928314625e-06,1.04246988691219e-05,7.00878902143288e-06,"v_4893",2,3.93995508451204e-05,132.088240351932
"1858609",0.0001396159573988,0.000138764074641857,0.000119631330420026,0.000105141918782999,0.000100305129890929,9.16788388410023e-05,0.000102613350545222,0.000108278546335805,9.59907134565586e-05,0.000163661758051231,0.000152385852161957,9.50452553097654e-05,8.73830318838289e-05,9.48435191932239e-05,0.000229005086061032,0.00010325004893933,7.93622236487993e-05,0.00011022913642799,"v_827",18,4.7438330170778e-05,129.479292457211
"84292",0.000227052213547543,0.0002422864795334,0.000179874250381539,0.000267758378853018,0.000254977325983243,0.000175385604739309,0.000222851131527599,0.000153656692310561,0.000180819716046076,0.000197069003509111,0.000175802944122624,0.000182540186599596,0.000158518967387247,0.000137131995534532,0.000185275471637317,0.000170989242896635,0.000157715605471555,0.000158653496939708,"v_3158",23,4.60617227084293e-05,127.748284817137
"1671721",2.08718805000226e-05,1.32156261563673e-05,2.22172470780048e-05,1.36844145921474e-05,1.55936546469091e-05,2.12588611805223e-05,1.48828523691543e-05,1.43772343682396e-05,1.42869899098134e-05,2.42961785148219e-05,1.60774064207569e-05,1.37682379187043e-05,1.53688749544423e-05,1.66220600647918e-05,1.84124692310377e-05,1.90982749483153e-05,1.37875049559355e-05,1.36989967237097e-05,"v_2318",2,3.77244605402143e-05,127.513926790455
"38290",1.32564646419062e-05,1.54182305157618e-05,2.17899923265047e-05,2.09827690412927e-05,1.89652556516462e-05,1.24010023553047e-05,1.64494684080126e-05,2.20151401263669e-05,1.56263952138584e-05,1.75472400384824e-05,1.67764240912246e-05,2.0430288524529e-05,1.71253178063785e-05,1.44220815268047e-05,1.53437243591981e-05,1.79046327640456e-05,1.27786631298914e-05,1.36989967237097e-05,"v_3532",3,4.96302546032061e-05,125.184236960733
"2209",9.87183537163229e-06,2.20260435939455e-06,8.54509503000183e-06,9.35101663796741e-06,1.09577032653956e-05,5.75760823639145e-06,7.04977217486255e-06,2.33630058483894e-05,4.15215644253951e-05,2.12591562004691e-05,6.64066786944307e-06,4.44136707054978e-06,3.95199641685658e-05,5.62216737485605e-06,6.90467596163915e-06,1.73078116719107e-05,8.74329582571518e-06,1.11503461704614e-05,"v_5344",2,4.53947069771665e-05,123.635620094285
"2768162",0.00057397671375062,0.000660781307818364,0.000738723465343658,0.000669167873556009,0.000678534702203341,0.00067895487895293,0.000656020466271932,0.000627656137888461,0.000629966961335834,0.000657684054519275,0.000726628868451166,0.000724831105913725,0.000613876776751722,0.000649482552825762,0.000497903855455979,0.000646954063874181,0.000573358437801707,0.000573446374480872,"v_518",9,4.7368670361423e-05,122.857420246085
