"","SRR11092499","SRR11092502","SRR11092506","SRR11092509","SRR11092512","t.0n7bM2TOMPOOA100365","t.1qGgM2TOMPOOM080340","t.9JUZM2TOMPOOB100355","t.a50wM2TOMPOOB051350","t.abKIM2TOMPOOA051320","t.aFJgM2TOMPOOM090325","t.AYtCM2TOMPOOA100360","t.cSObM2TOMPOOM080315","t.cuu6M2TOMPOOB051315","t.dSz8M2TOMPOOA051340","t.DYZgM2TOMPOOB100370","t.FvY2M2TOMPOOB051329","t.IGpcM2TOMPOOB051290","t.iYASM2TOMPOOA050195","t.nG3jM2TOMPOOA051345","t.Nm8MM2TOMPOOA051300","t.OeS0M2TOMPOOA051355","t.s9OmM2TOMPOOB051285","t.TECcM2TOMPOOA051310","t.vcXtM2TOMPOOB050180","t.wQqUM2TOMPOOA080335","t.XR8LM2TOMPOOB051125","nodos","degrees","closeness","betweenness"
"34085",1.19083017462622e-05,1.53823955866061e-05,1.18404546734595e-05,1.41035047209231e-05,2.04535501701845e-05,4.74192095217773e-06,1.18484380865379e-05,0,2.51888851525376e-06,3.46442071421238e-06,4.88045064996757e-06,2.46273229311899e-06,8.06214636020502e-06,3.94777766905723e-06,3.95366214933633e-06,4.34495868409823e-06,6.00888413519388e-06,2.97096770360042e-06,4.63393870225885e-06,2.21736987780629e-06,3.93927347322788e-06,2.63628772725459e-06,3.35707907264048e-06,3.95305223398511e-06,4.98328864984511e-06,3.1626033538776e-06,2.3867117436958e-06,"v_7223",68,1.62348204428859e-05,278605.557456218
"178606",3.24771865807152e-06,2.46118329385698e-06,2.24008601930314e-06,2.70067111677252e-06,4.38290360789668e-06,6.80362571399413e-06,3.58208593313936e-06,3.24937490150332e-06,4.09319383728736e-06,6.29894675311341e-06,2.71136147220421e-06,5.41801104486179e-06,4.44808075045794e-06,7.04960298045935e-06,4.883935596239e-06,9.62097994336036e-06,9.51406654739032e-06,3.96129027146722e-06,6.95090805338827e-06,3.88039728616101e-06,3.93927347322788e-06,7.03010060601225e-06,6.71415814528095e-06,7.24726242897271e-06,4.33329447812618e-06,3.47886368926536e-06,4.7734234873916e-06,"v_7762",68,1.51945664230471e-05,78908.5695740966
"1789672",0.000271364936763309,0.000536537958060821,0.0003766544635314,0.000501724678582628,0.00102852137998642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_682",67,1.0588173010747e-05,9185.01123372681
"2571746",0.000268117218105238,0.000213200002830361,0.000214088220987686,0.000176743920864335,0.000280871072872712,0.000310698907605732,0.000132812724597936,0.000203085931343958,0.000628462684555813,0.000263925868955452,9.70667407049106e-05,0.000220989177769211,0.0001996076236768,0.000284521976291339,0.000218614260022127,0.00032183729681499,0.000286673847283208,0.000222327416486098,0.000298227055052516,0.000250008453722659,0.000297086874439269,0.000402121754663901,0.000276055194511744,0.000254642448072541,0.000267797598748198,0.00017362692412788,0.000248516360312325,"v_1247",67,1.48853825543316e-05,7620.03329476725
"2217913",5.08809256431205e-05,4.92236658771396e-05,4.54417449630066e-05,4.8312005533375e-05,5.62472629680074e-05,7.77262695204784e-05,3.18713799692143e-05,5.84887482270598e-05,7.05288784271053e-05,6.80286249336248e-05,2.0606347188752e-05,4.87620994037561e-05,4.78168680674229e-05,5.5832855605238e-05,5.04673344944696e-05,6.45536718780308e-05,7.41095710007246e-05,5.00112896772737e-05,6.75231068043432e-05,4.26843701477711e-05,5.2523646309705e-05,6.29194004238096e-05,5.75868179383713e-05,5.99546255487742e-05,6.36994288284548e-05,5.21829553389805e-05,4.32591503544864e-05,"v_1252",67,1.78577806350227e-05,344025.038322943
"40545",2.2373172977826e-05,1.2613564381017e-05,1.5680602135122e-05,1.59039521321048e-05,2.41059698434317e-05,3.11317419034277e-05,1.81859747374767e-05,1.4622187056765e-05,1.70024974779629e-05,1.95267349346516e-05,1.0303173594376e-05,2.42989586254407e-05,2.02943684239644e-05,2.39686501335618e-05,2.2326562725664e-05,2.79318772549172e-05,2.8542199642171e-05,1.83209675055359e-05,2.91276146999128e-05,1.9401986430805e-05,2.95445510492091e-05,2.28478269695398e-05,2.9180764246798e-05,2.53654185014045e-05,3.03330613468833e-05,2.65658681725719e-05,1.76019991097565e-05,"v_1523",67,1.7105713308245e-05,11745.3133328796
"543",0.000329823872608597,0.00032764502599471,0.000320972325337293,0.000260164650915753,0.00036268527355345,0.000550269000928798,0.00044684225806982,0.000380176863475889,0.000442379795491441,0.000618871518493393,0.000324278832075623,0.000413082296632493,0.00047288658478306,0.000479091018552017,0.000480951372048678,0.000554292586414245,0.000614408402823575,0.00044886370388563,0.000595461123240262,0.000488375715586835,0.000559705105987794,0.000472422760724023,0.000537907362177701,0.000513567369398566,0.000591494696264223,0.000441183167865926,0.000438558282904103,"v_2208",67,1.37686048272729e-05,2541.15019303827
"48076",1.80428814337307e-05,1.16906206458206e-05,1.44005529812345e-05,1.47036538579837e-05,1.57054045949631e-05,3.1544082855791e-05,2.04821836689763e-05,1.78715619582683e-05,1.85768027999965e-05,2.2991155648864e-05,1.95218025998703e-05,2.56124158484375e-05,2.61324744089404e-05,2.17127771798148e-05,2.67453615984517e-05,3.16561275555728e-05,2.72903487806722e-05,2.55008061225702e-05,2.64796497271934e-05,2.66084385336755e-05,2.42921864182386e-05,2.30235794846901e-05,2.7373106284607e-05,2.76713656378958e-05,2.51331079731318e-05,3.00447318618372e-05,2.08837277573382e-05,"v_2701",67,1.62182325370181e-05,6704.22229178956
"904291",0.000134960753124305,0.00015505454751299,0.000164806328563017,0.000167141534671366,0.000170202756773321,0.00019483109999165,0.000214098520773021,0.000206335306245461,0.000144836089627091,0.00019274777064527,0.000246191621676142,0.000217869716864594,0.000177645224971414,0.000189211343995529,0.000167914357165931,0.000178453660239749,0.000194537623876902,0.000157461288290822,0.000170793740740397,0.000133596535137829,0.000201231219924057,0.000158353016150426,0.000185414059550451,0.00016998124606136,0.000167698496303483,0.00015117244031535,0.00021748910764428,"v_4194",67,1.47175698348689e-05,9149.45852609378
"2781962",0.000143982193841171,0.000129827418750956,0.000171846598909398,0.000167741683808426,0.000215858002688911,0.000233178808561435,0.000228610561220099,0.000259949992120266,0.000168450669457595,0.000215109031618823,0.000236430720376207,0.00033411068109981,0.0001996076236768,0.000252657770819663,0.000180240480337392,0.000221282538697288,0.000229839818171166,0.000199549997425161,0.000197604386089181,0.000133042192668377,0.000243578409761257,0.000196667064453193,0.000228281376939552,0.000199958558835747,0.000178315067774892,0.000174575705134044,0.000325786153014477,"v_4219",67,1.46175322682025e-05,17611.6971324448
"596707",3.60857628674613e-06,3.99942285251759e-06,4.48017203860628e-06,6.30156593913588e-06,4.38290360789668e-06,1.36072514279883e-05,7.43971693805866e-06,3.08690615642816e-05,6.92694341694784e-06,2.6770523700732e-05,9.76090129993514e-06,2.08511334150742e-05,1.00081816885304e-05,2.36866660143434e-05,8.372461022124e-06,1.21038134771308e-05,1.00148068919898e-05,8.41774182686785e-06,1.48948029715463e-05,6.65210963341887e-06,1.31309115774263e-05,6.50284306056133e-06,1.18788951801125e-05,1.38356828189479e-05,9.96657729969021e-06,9.80407039702057e-06,2.77455240204637e-05,"v_4417",67,1.61368404066484e-05,2194.97462006081
"43771",3.21163289520406e-05,2.98418474380159e-05,3.45613271549628e-05,2.88071585789069e-05,3.28717770592251e-05,5.17487895215917e-05,2.84729907505949e-05,5.36146858748048e-05,4.12467994372803e-05,5.4485889414431e-05,4.88045064996757e-05,4.61351849577625e-05,3.72526762850853e-05,5.66788079628931e-05,4.0466894940266e-05,4.77945455250805e-05,4.85718134261506e-05,4.87733864674402e-05,4.53464001578187e-05,3.49235755754491e-05,4.00492803111501e-05,4.49926438784784e-05,4.46749753512925e-05,5.10602580223077e-05,3.48830205489157e-05,3.16260335387761e-05,4.86292517778019e-05,"v_4819",67,1.60727775366861e-05,1108.36910635434
"584609",1.55168780330084e-05,1.07676769106243e-05,1.3120503827347e-05,3.63090227921639e-05,1.35139527910148e-05,5.36043238072265e-06,6.88862679449876e-06,4.87406235225499e-06,9.4458319322016e-07,2.83452603890104e-06,5.96499523884926e-06,4.26873597473959e-06,5.00409084426519e-06,2.25587295374699e-06,4.41879887278766e-06,4.34495868409823e-06,3.00444206759694e-06,3.71370962950052e-06,3.97194745907901e-06,1.66302740835472e-06,2.95445510492091e-06,1.58177263635276e-06,1.29118425870788e-06,1.97652611699256e-06,2.81664141078202e-06,3.1626033538776e-06,1.49169483980987e-06,"v_7024",67,1.58511262225181e-05,19697.0619080848
"1131703",5.4128644301192e-06,3.69177494078547e-06,3.20012288471877e-06,3.60089482236336e-06,5.84387147719557e-06,1.09270352376269e-05,4.77611457751914e-06,9.74812470450997e-06,5.35263809491424e-06,7.24378876608042e-06,3.25363376664505e-06,8.70165410235378e-06,4.44808075045794e-06,7.33158709967772e-06,5.81420904314166e-06,1.08623967102456e-05,9.76443671969006e-06,5.19919348130073e-06,1.12538511340572e-05,8.31513704177359e-06,1.01764564725053e-05,6.50284306056133e-06,1.08459477731462e-05,8.23552548746899e-06,6.06661226937665e-06,6.00894637236745e-06,6.56345729516345e-06,"v_7828",67,1.5653371736272e-05,33171.499941661
"423605",6.85629494481765e-06,4.61471867598183e-06,3.20012288471877e-06,4.80119309648448e-06,6.93959737916974e-06,9.48384190435545e-06,5.41905307833903e-06,6.49874980300665e-06,1.03904151254218e-05,1.16530514932598e-05,3.25363376664505e-06,8.70165410235378e-06,1.11202018761449e-05,8.74150769576959e-06,1.06981446393807e-05,7.75885479303255e-06,1.80266524055817e-05,9.90322567866806e-06,1.65497810794959e-05,6.0977671639673e-06,9.84818368306969e-06,8.26036821206439e-06,1.05877109214046e-05,1.6471050974938e-05,1.14832303670344e-05,8.53902905546953e-06,1.1933558718479e-05,"v_7957",67,1.59581258776969e-05,40985.1901052795
"2546128",1.08257288602384e-06,6.15295823464245e-07,3.20012288471877e-07,1.80044741118168e-06,1.09572590197417e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_8210",67,1.19344559678247e-05,167182.245807767
"1482074",0.000270282363877285,0.000268576626942143,0.000305611735490643,0.00027936942330169,0.000229371955479926,0.000456873775218515,0.000377772293410312,0.000259949992120266,0.000310138148440619,0.00029101133999384,0.000311806569303484,0.00032196120178709,0.000395601181743853,0.000305388801113499,0.000395133646571907,0.000439771889669085,0.000376055998794217,0.000331262898951446,0.000392560807205642,0.000427398043947162,0.000379483344587619,0.000276458706331432,0.000352751539478992,0.000346550912512695,0.000399963080331046,0.000305191223649189,0.000324294458174667,"v_441",66,1.42918393597256e-05,37747.4723628372
"2599296",4.83549222423982e-05,4.12248201721044e-05,3.74414377512096e-05,4.80119309648448e-05,3.90808905037454e-05,7.48398828539354e-05,5.63948913576299e-05,5.36146858748048e-05,5.88790190440566e-05,5.19663107131856e-05,4.98890510885574e-05,4.84337350980069e-05,5.83810598497605e-05,5.97806332742953e-05,6.72122565387176e-05,6.95193389455716e-05,5.45806975613445e-05,5.27346767389074e-05,6.45441462100339e-05,5.65429318840604e-05,6.53262850976956e-05,5.3956022151144e-05,5.08726597930903e-05,5.73192573927842e-05,5.11328748418889e-05,5.37642570159193e-05,5.19109804253836e-05,"v_835",66,1.64206308806384e-05,7732.07581048169
"92647",0.000252600340072229,0.000190741705273916,0.000197447581987148,0.000165641161828714,0.000233754859087823,0.000258537777131777,0.000119953954581538,0.000162468745075166,0.000300377455444011,0.000211644610904611,9.32708346438247e-05,0.000165003063638973,0.000164856992813848,0.000211770073532999,0.000197683107466817,0.000257904333320402,0.000234096111100262,0.000222822577770031,0.000243612777490179,0.000238367261864176,0.000197948492029701,0.000236914390422613,0.000208913613058934,0.000209182347381712,0.000240281178812097,0.000147377316290696,0.00018735687188012,"v_1295",66,1.54916267757277e-05,2874.187832405
"157783",5.48503595585412e-05,5.16848491709966e-05,6.04823225211848e-05,4.56113344166025e-05,5.98996826412546e-05,6.37066771401269e-05,4.36279696984922e-05,5.03653109733015e-05,7.24180448135456e-05,5.48008367520867e-05,2.87404316053646e-05,5.17173781554989e-05,4.89288882550374e-05,5.78067444397666e-05,4.90719243241156e-05,6.85882763704077e-05,0.000116171759947082,4.90209671094069e-05,7.08330630202424e-05,0.00014468338452686,6.20435572033391e-05,4.35866237572759e-05,9.68388194030907e-05,6.22605726852656e-05,6.34827641045485e-05,3.98488022588578e-05,5.37010142331555e-05,"v_2097",66,1.71844927137751e-05,44589.561515486
"2778055",1.08257288602384e-06,6.15295823464245e-07,3.20012288471877e-07,6.00149137060559e-07,1.09572590197417e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_2957",66,1.12478347918026e-05,59325.1704243213
"2708338",0.000112948437775154,0.000108599712841439,0.000124804792504032,0.000131432661016263,0.000137696221681421,0.000163080846659677,0.000218139848492461,0.000186839056836441,0.000132241647050822,0.000160623142204392,0.000133941256726888,0.000210809884290986,0.000155404821219124,0.00018892935987631,0.00012721489386394,0.000173487993172208,0.000169500606646927,0.000134436288587919,0.000154905950904081,0.000104216384256896,0.000200574674345186,0.00012619030587792,0.000183348164736518,0.000159110352417901,0.000145815359188946,0.000127452915161267,0.000221367514227785,"v_4286",66,1.51770401736253e-05,13784.5491827691
"2486855",7.36149562496211e-05,0.000108907360753171,0.000469458027188244,0.000127531691625369,0.000123451784955756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_4378",66,1.17438432901551e-05,285.654417995756
"137732",3.60857628674613e-07,9.22943735196367e-07,1.28004915388751e-06,3.0007456853028e-06,1.46096786929889e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_6275",66,1.19350257199804e-05,4105.72756746221
"1006",1.98471695771037e-05,1.63053393218025e-05,1.44005529812345e-05,2.31057417768315e-05,3.61589547651476e-05,7.62830761872069e-06,1.56142207341972e-05,6.49874980300665e-06,2.83374957966048e-06,4.09431538952372e-06,3.79590606108589e-06,4.59710028048879e-06,8.89616150091589e-06,3.66579354983886e-06,8.13989266039833e-06,1.0241688326803e-05,8.01184551359185e-06,3.96129027146722e-06,6.61991243179835e-06,5.54342469451572e-06,3.61100068379222e-06,6.85434809086194e-06,5.68121073831465e-06,4.94131529248139e-06,6.28327699328296e-06,6.00894637236745e-06,4.17674555146765e-06,"v_7355",66,1.59578712199793e-05,86091.4238690621
"2913617",7.21715257349226e-07,6.15295823464245e-07,3.20012288471877e-07,1.5003728426514e-06,1.09572590197417e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_7474",66,1.127649977447e-05,173631.880676392
"60137",7.21715257349226e-06,5.84531032291032e-06,7.0402703463813e-06,8.70216248737811e-06,6.57435541184502e-06,1.5462785713623e-05,9.27668408325833e-06,4.87406235225499e-06,1.38538868338957e-05,1.44875775321608e-05,9.2186290054943e-06,1.0671839936849e-05,1.00081816885304e-05,6.4856347420226e-06,1.0465576277655e-05,1.48970012026225e-05,1.57733208548839e-05,9.40806439473465e-06,1.39018161067765e-05,8.31513704177359e-06,1.80550034189611e-05,9.31488330296623e-06,1.60106848079777e-05,1.41651038384467e-05,1.16998950909407e-05,8.53902905546953e-06,1.04418638786691e-05,"v_861",65,1.61207118906371e-05,10088.6438052997
"2109914",0.000473806066449767,0.000364562775402565,0.000253769744758199,0.00030067471766734,0.000438290360789668,0.000226787523799804,0.000181308657231207,0.000230705618006736,0.000165616919877935,0.000167551983632817,9.27285623493839e-05,0.000142345926542278,0.000223238052663608,0.000185827534564908,0.000173263429485622,0.000198626682701633,0.000191032441464706,0.000154242739945255,0.00020124533792667,0.000219519617902823,0.0001601971212446,0.000167843651968542,0.000178183427701687,0.000167675298924869,0.0002060481524349,0.000271035107427311,0.000158716330955771,"v_1180",65,1.39887530425538e-05,19365.032431965
"2571747",0.000228062021322356,0.000179666380451559,0.000190087299352295,0.00014973720969661,0.000199056872191974,0.000224725819037988,0.000103788643703781,0.000147846558018401,0.000314546203342313,0.000191173033956992,8.07985718716854e-05,0.000151868491409005,0.00014817668999963,0.000179905868061323,0.000176519386549781,0.000199868099468518,0.000212313906110184,0.000199797578067128,0.000230703948248173,0.000196237234185857,0.00020484222060785,0.000234805360240809,0.00018360640158826,0.000187769981114293,0.000224897983414749,0.0001369407252229,0.000168263177930554,"v_1298",65,1.56289072268067e-05,6832.52963467709
"2211211",0.000120887305605995,9.41402609900294e-05,0.000106884104349607,7.71191641122819e-05,0.000120529849217159,0.000141226776184424,6.30998214376086e-05,7.63603101853281e-05,0.000144206367498278,0.000108026936815895,4.60931450274715e-05,9.12852769982774e-05,9.39657058534241e-05,9.67205528919022e-05,9.32599130519923e-05,0.00012879698956434,0.000124934715977573,0.000104726611551915,0.000115517471934881,0.000121401000809894,0.000124415387196114,0.000130232613726377,0.000111816556804102,0.000109367778473588,0.000118515603976751,7.78000425053891e-05,9.00983683245164e-05,"v_1312",65,1.66519574375968e-05,10746.0978553847
"2496836",0.000210740855145974,0.000225505919299646,0.00023360897058447,0.000258964352641631,0.000246173085976863,0.000685310662827772,0.00022319150814176,0.000542645608551055,0.000446787850393136,0.000635878674726799,0.000281981593109238,0.000682997755958335,0.000760065798234501,0.000735696567040737,0.000608166265912618,0.00063405361368662,0.00100423476109428,0.000847716118093986,0.00048159862941333,0.000270519125092367,0.000592204112141924,0.00124678834247627,0.00066728402490023,0.00123763477025684,0.000432246124193086,0.000638529617147888,0.000820730500863393,"v_4040",65,1.33702351824369e-05,4313.21121547905
"670486",6.85629494481765e-06,5.23001449944608e-06,4.80018432707816e-06,7.80193878178727e-06,9.13104918311808e-06,9.89618285671873e-06,1.46957371615974e-06,1.13728121552616e-05,1.19647204474554e-05,1.00783148049815e-05,3.25363376664505e-06,1.03434756310998e-05,7.22813121949416e-06,1.72010312723208e-05,6.04677740486733e-06,8.06920898475385e-06,1.35199893041862e-05,6.18951604916753e-06,1.78737635658555e-05,3.32605481670943e-06,1.37874571562976e-05,1.01936458787178e-05,1.05877109214046e-05,1.31768407799504e-05,8.66658895625236e-06,5.37642570159193e-06,1.49169483980987e-05,"v_6713",65,1.58843618457628e-05,6824.35739729216
"649196",1.55168780330084e-05,1.90741705273916e-05,2.3360897058447e-05,1.62040267006351e-05,1.9723066235535e-05,7.62830761872069e-06,1.1389196300238e-05,8.12343725375831e-06,4.40805490169408e-06,1.88968402593402e-06,7.59181212217178e-06,3.94037166899039e-06,9.73017664162675e-06,2.81984119218374e-06,9.53530283075233e-06,4.65531287581953e-06,6.50962447979337e-06,5.69435476523413e-06,4.63393870225885e-06,3.32605481670943e-06,5.2523646309705e-06,3.33929778785582e-06,6.45592129353938e-06,3.62363121448636e-06,6.93327116500189e-06,6.95772737853073e-06,5.9667793592395e-06,"v_7410",65,1.57138816430435e-05,25913.1821742442
"460519",0,0,0,0,0,7.62830761872069e-06,1.83696714519967e-06,4.87406235225499e-06,2.20402745084704e-06,5.66905207780207e-06,0,5.58219319773639e-06,1.39002523451811e-06,4.79373002671236e-06,3.95366214933633e-06,4.96566706754083e-06,5.50814379059439e-06,4.70403219736733e-06,4.63393870225885e-06,2.77171234725786e-06,4.92409184153485e-06,3.86655533330674e-06,4.90650018308993e-06,4.61189427298263e-06,3.89996503031356e-06,2.21382234771432e-06,5.07176245535357e-06,"v_10554",65,1.40952273560173e-05,26835.2887976777
"335928",0.000167077082076346,0.000154746899601258,0.000184327078159801,0.000146736464011307,0.000120164607249834,0.00032925425046208,0.000343329159437818,0.000203085931343958,0.000204659691864368,0.000174795772398897,0.000186541669287649,0.000189958750875912,0.000268274870261995,0.000175958090392265,0.000236522023875003,0.000306009233037204,0.000214817607833181,0.000190141933030427,0.000247584724949258,0.000321518632281912,0.000237012953972544,0.000169601177120045,0.000177408717146462,0.000185134612958303,0.000298563989542894,0.000170780581109391,0.000205853887893763,"v_322",64,1.47516558733718e-05,12624.5686356856
"2759707",0.000166716224447671,0.000276575472647178,0.00019776759427562,0.000172842951473441,0.000207822679407767,0.00025132181046542,0.000197014726322665,0.000261574679571018,0.000287783012867742,0.000263925868955452,0.000195218025998703,0.000239541761044041,0.000268274870261995,0.000239404517216399,0.000295361819391597,0.000263490708771385,0.000309457532962485,0.000283232254409906,0.000316431814239961,0.000362539975021328,0.00033779270032929,0.00025800469224065,0.000328993749118767,0.000300431969782869,0.000297697330647269,0.000219800933094494,0.000231511039138493,"v_664",64,1.4884717860173e-05,191578.621899026
"1545044",0.000170685658363092,0.000190126409450452,0.00016192621796677,0.000225956150103301,0.000187369129237583,0.000276268438083398,0.000211618615127002,0.000217708118400723,0.000245906491301648,0.00022991155648864,0.0001805766740488,0.00024807923299352,0.000251316562400874,0.000207822295863942,0.000271872414857304,0.000254490437211468,0.000258131647641037,0.000262187899842737,0.000268106453487833,0.000261095303111691,0.000265572686653446,0.000230587299877202,0.000252813877855002,0.000247395185643568,0.000257614356724601,0.000284634301848984,0.000222859209067595,"v_783",64,1.47610191007587e-05,624.237720305452
"266",0.000122330736120694,0.00013474978533867,0.000128004915388751,0.000152137806244852,0.000123817026923081,0.00018349172380166,0.000157428084343612,0.000157594682722911,0.000145150950691498,0.000144245880646297,0.000115503998715899,0.000161555238428606,0.000166525023095269,0.00016129491619291,0.000188147804636064,0.00015486674166893,0.00016724727509623,0.000133693546662019,0.00015920889398475,0.000141911672179603,0.000179236943031868,0.000141305022180846,0.000182573454181294,0.000157792668339906,0.000155781936488636,0.000139154547570615,0.000136340908358623,"v_788",64,1.57636710437127e-05,378.917381504345
"2762322",0.000647017728213582,0.000450704190687559,0.000445777117841325,0.000452812523912192,0.00078490498778083,0.000265959914274316,0.000170654247789049,0.000277821554078534,0.000153652199430479,0.00018770861324278,9.43553792327064e-05,0.000182078007537931,0.000201275653958222,0.000202182613479574,0.000180007911975666,0.000256352562361795,0.000215318348177781,0.000148795965821988,0.000224746027059554,0.000210095795922146,0.000186130671610017,0.00018348562581692,0.000204007112875844,0.000194687822523767,0.000217531382801934,0.000223596057119147,0.000168859855866478,"v_1082",64,1.35670483529603e-05,7658.06053737618
"2743470",0.000553916460015531,0.000438090626306542,0.000356813701646143,0.000358589109393684,0.000523026497209003,0.000287607814273388,0.000200413115541284,0.000284320303881541,0.000184508583742338,0.000207550295515087,0.000107912186593727,0.00019882458713114,0.000228520148554777,0.000222203485944079,0.00020396245323341,0.00024549016565155,0.000261887200225533,0.00018692338468486,0.000249239703057208,0.000249454111253208,0.000190398217872681,0.000216878603695478,0.000213045402686799,0.000199958558835747,0.000244831138014129,0.000302977401301475,0.000201080464406371,"v_1103",64,1.35670483529603e-05,9137.22274291161
"1082851",0.000444215740898449,0.000327337378082978,0.00025056962187348,0.000276968826753448,0.00042221971422738,0.000266166084750498,0.000183513017805447,0.000227456243105233,0.000180100528840644,0.00020660545350212,8.78481116994163e-05,0.000183063100455179,0.00021267386088127,0.000212334041771436,0.000198845949275445,0.000243938394692943,0.00022608426558667,0.000180486287993725,0.00024228879500382,0.00021841093296392,0.000207140130133899,0.000200182114756199,0.000226990192680845,0.000206546979225722,0.000240281178812097,0.000231502565503841,0.000199290430598599,"v_1143",64,1.42667598761645e-05,30805.3066343488
"364317",0.000434472584924234,0.000394404622840581,0.000311691968971609,0.00028987203320025,0.000435003183083745,0.000269052471417041,0.000216211032990001,0.000238829055260494,0.000158060254332173,0.000206920400839776,9.00172008771797e-05,0.00017633163218732,0.000232690224258331,0.000215999835321274,0.000203264748148233,0.00025511114559491,0.000251371652988944,0.000173554030018658,0.000232358926356122,0.000225063042597338,0.000194337491345909,0.000182431110726018,0.000216144244907698,0.000186122876016799,0.0002300979367885,0.000244469239254739,0.000181390092520881,"v_1189",64,1.41342756183746e-05,16291.8140536151
"36873",0.000120165590348646,8.06037528738161e-05,0.00011072425181127,8.31206554828875e-05,0.000108111622328118,0.000128650377137344,6.50286369400683e-05,9.26071846928447e-05,0.000227959410630465,0.000103617674088716,5.04313233829982e-05,8.75090874821616e-05,9.20196705250987e-05,0.000117023409475625,9.02365243495586e-05,0.000122900259921636,0.000126687307183671,0.000104726611551915,0.000141997121662075,0.000118629288462636,0.000116865113039094,0.000134626426605135,0.000105877109214046,0.000103438200122611,0.000132815475754567,8.38089888777565e-05,0.000101435249107071,"v_1313",64,1.60007680368658e-05,3152.25701954991
"2689102",1.08257288602384e-06,2.15353538212486e-06,1.28004915388751e-06,1.20029827412112e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_1375",64,1.18952740076368e-05,9425.10053061571
"216142",5.37677866725174e-05,4.15324680838365e-05,6.97626788868693e-05,3.93097684774667e-05,5.58820210006826e-05,6.78300866637597e-05,3.85763100491931e-05,5.19899984240532e-05,8.40679041965942e-05,5.10214687002186e-05,3.4163154549773e-05,5.05681030853767e-05,4.39247974107722e-05,5.38589667707094e-05,5.32581548351776e-05,7.20021724793421e-05,0.000115671019602482,4.25838704182726e-05,6.35511593452642e-05,0.000143574699587957,7.09069225181018e-05,5.13197344238894e-05,0.000113882451618035,5.96252045292755e-05,5.91494696264224e-05,3.76349799111435e-05,5.75794208166612e-05,"v_2098",64,1.70372263395519e-05,10952.4208811626
"613",0.000353279618472446,0.000348872731904227,0.000346573308415043,0.000312977774977082,0.000374738258475166,0.0005053238371212,0.000462272782089497,0.000305441240741312,0.000367128001098235,0.000446910272133397,0.000286862043759205,0.000371708394108094,0.000348896333864045,0.000451738558987835,0.000417460209297571,0.000489738914536214,0.000528781803897062,0.000375332253221519,0.000533895937624537,0.00043016975629442,0.000510792460361881,0.000421103026300134,0.000467408701652251,0.00043812995593335,0.00043029614167793,0.000331757091821761,0.000390525709062225,"v_2422",64,1.3849456408836e-05,1334.12346308973
"41202",1.73211661763814e-05,1.90741705273916e-05,1.8240700442897e-05,1.71042504062259e-05,1.93578242682103e-05,2.26787523799804e-05,1.86452165237766e-05,2.43703117612749e-05,1.38538868338957e-05,2.26762083112083e-05,1.24722627721394e-05,2.11794977208234e-05,1.66803028142173e-05,2.19947612990332e-05,2.3024267810841e-05,2.51386895294255e-05,2.62888680914732e-05,2.1539515851103e-05,2.44936759976539e-05,2.21736987780629e-05,2.13377313133177e-05,1.88055191210828e-05,2.34995535084833e-05,1.97652611699256e-05,2.33997901818814e-05,1.99244011294289e-05,1.90936939495664e-05,"v_2482",64,1.66176446150523e-05,760.525800978569
"2590774",1.40734475183099e-05,1.84588747039273e-05,1.02403932311001e-05,2.31057417768315e-05,1.53401626276384e-05,2.68021619036132e-05,1.31343150881776e-05,0.000123476246257126,3.40049949559257e-05,9.13347279201445e-05,1.73527134221069e-05,0.000104255667075371,2.25184087991933e-05,4.68093637902501e-05,3.488525425885e-05,3.78632113899988e-05,2.97940505036697e-05,4.82782251835068e-05,3.77335008612506e-05,3.10431782892881e-05,3.44686428907439e-05,2.33750845149907e-05,2.94390010985396e-05,3.68951541838611e-05,4.96162217745448e-05,2.59333475017964e-05,6.47395560477486e-05,"v_4402",64,1.59943699817664e-05,148.044301532289
"216929",0.000198832553399712,0.000153516307954329,0.000257929904508333,0.000217554062184453,0.000227180503675978,0.000248023082846513,0.000130149122237397,0.000235579680358991,0.00019773274844742,0.00026046144824124,0.000164850777510016,0.000264004901822356,0.00017347514926786,0.000265065072065271,0.000220474806915932,0.000240214144392288,0.000214817607833181,0.000217623384288731,0.000225077022681144,0.000129161795382216,0.00023274540770988,0.000209321245544015,0.000216144244907698,0.000207864663303717,0.000263897633717884,0.000198927750958901,0.000256571512447298,"v_4598",64,1.52146791224173e-05,3484.19284808602
