"","vcXtM2TOMPOOB050180.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1561",3.87933709887654e-06,2.9333047173162e-06,2.65735764756528e-06,4.38681000962061e-06,1.59684590995865e-06,2.95015087914496e-06,3.66668170946342e-06,5.04420913022029e-06,8.88273414109957e-07,3.87725080110844e-06,3.45233798081958e-06,"v_4375",24,2.47567647859778e-05,14183.4953961619
"1176327",6.56503201348338e-06,4.64439913575065e-06,3.98603647134793e-06,4.38681000962061e-06,3.99211477489662e-06,4.21450125592137e-06,5.92310122297938e-06,7.06189278230841e-06,3.10895694938485e-06,5.24569226032318e-06,3.83593108979953e-06,"v_4969",18,2.47561519037481e-05,2813.80136050424
"335283",2.26792015011244e-05,1.68665021245682e-05,1.90443964742179e-05,1.51851115717637e-05,1.35731902346485e-05,1.18006035165798e-05,2.42565097702965e-05,2.18582395642879e-05,1.33241012116494e-05,1.75616653932559e-05,2.37827727567571e-05,"v_1193",15,2.47555390518629e-05,25000.3357831008
"395631",1.79046327640456e-06,1.71109441843445e-06,1.77157176504352e-06,2.69957539053576e-06,1.59684590995865e-06,1.26435037677641e-06,3.66668170946342e-06,6.72561217362706e-07,2.66482024232987e-06,9.12294306143162e-07,3.83593108979953e-07,"v_1912",27,2.47543134391168e-05,118170.286204437
"58049",4.17774764494397e-06,3.66663089664525e-06,2.65735764756528e-06,4.04936308580364e-06,1.59684590995865e-06,2.52870075355282e-06,2.53847195270545e-06,1.34512243472541e-06,1.33241012116494e-06,4.7895451072516e-06,2.68515176285967e-06,"v_2470",15,2.47537006782514e-05,7722.88329541426
"85336",2.4469664777529e-05,2.24886694994242e-05,2.87880411819573e-05,2.83455416006255e-05,2.39526886493797e-05,3.70876110521081e-05,3.07437158716549e-05,3.29554996507726e-05,3.46426631502883e-05,3.35268157507612e-05,2.53171451926769e-05,"v_3262",22,2.47530879477215e-05,2531.47211505347
"115561",6.74407834112384e-05,5.23106007921389e-05,4.20748294197837e-05,7.49132170873674e-05,7.18580659481392e-05,6.53247694667813e-05,8.34875220000903e-05,5.27960555629724e-05,7.59473769064013e-05,6.31763807004139e-05,5.90733387829128e-05,"v_2245",105,2.4751862577659e-05,20225.797549296
"368607",6.89328361415755e-05,5.62216737485605e-05,6.06763329527407e-05,7.45757701635504e-05,6.06801445784287e-05,5.94244677084914e-05,7.0795162236563e-05,5.75039840845114e-05,6.2623275694752e-05,6.2036012817735e-05,6.78959802894517e-05,"v_1136",86,2.47512499381219e-05,25650.4301340133
"230361",2.68569491460684e-06,1.4666523586581e-06,1.77157176504352e-06,3.03702231435273e-06,2.39526886493797e-06,2.52870075355282e-06,1.66410939121802e-05,1.34512243472541e-06,1.77654682821991e-06,2.96495649496528e-06,2.68515176285967e-06,"v_5404",10,2.47500247500248e-05,1829.36539865457
"446692",4.4761581910114e-06,8.79991415194861e-06,8.85785882521762e-06,8.09872617160728e-06,1.03794984147312e-05,5.90030175828992e-06,9.02567805406381e-06,8.40701521703382e-06,7.55032401993463e-06,5.01761868378739e-06,6.5210828526592e-06,"v_548",9,2.47481871952879e-05,7268.84140999886
"1920114",3.58092655280912e-06,1.4666523586581e-06,4.87182235386969e-06,1.68723461908485e-06,7.98422954979325e-07,1.68580050236855e-06,1.97436707432646e-06,1.34512243472541e-06,2.66482024232987e-06,9.12294306143162e-07,1.15077932693986e-06,"v_1848",27,2.47481871952879e-05,91176.5767985029
"1960083",4.2672708087642e-05,4.888841195527e-05,6.24479047177842e-05,6.14153401346886e-05,2.9541649334235e-05,6.11102682108599e-05,5.61284353987093e-05,4.74155658240708e-05,6.43998225229719e-05,6.68255579249866e-05,4.37296144237146e-05,"v_3727",116,2.47451252103336e-05,23607.6798875455
"1138822",2.38728436853941e-06,7.33326179329051e-07,2.65735764756528e-06,2.36212846671879e-06,7.98422954979325e-07,1.68580050236855e-06,1.97436707432646e-06,6.72561217362706e-07,2.22068353527489e-06,9.12294306143162e-07,1.91796554489977e-06,"v_4175",25,2.47445129042635e-05,43499.734988051
"13769",6.83360150494407e-05,6.08660728843112e-05,8.76928023696544e-05,8.73987532685953e-05,5.50911838935734e-05,7.03821709738869e-05,7.67182634595424e-05,7.59994175619858e-05,9.01597515321606e-05,7.29835444914529e-05,4.56475799686144e-05,"v_5327",147,2.47420639829775e-05,62453.119666172
"557598",3.55108549820237e-05,3.37330042491363e-05,4.25177223610446e-05,3.13825639149782e-05,3.51306100190903e-05,2.78157082890811e-05,4.14617085608556e-05,2.69024486945082e-05,2.70923391303537e-05,2.48600198424012e-05,3.22218211543161e-05,"v_1238",14,2.4740227610094e-05,5294.49492838985
"2562449",9.84754802022507e-06,8.31103003239591e-06,1.37296811790873e-05,7.42383232397334e-06,7.18580659481392e-06,7.16465213506634e-06,1.04359402500113e-05,1.07609794778033e-05,9.32687084815455e-06,7.29835444914529e-06,1.11242001604186e-05,"v_1822",12,2.4738391509784e-05,14706.0930103712
"2652177",2.98410546067426e-06,3.9110729564216e-06,1.77157176504352e-06,4.72425693343758e-06,7.98422954979325e-07,3.3716010047371e-06,3.38462927027393e-06,4.03536730417623e-06,2.66482024232987e-06,2.73688291842949e-06,1.91796554489977e-06,"v_1102",17,2.47359437999357e-05,15659.4789344683
"232721",2.80505913303381e-05,2.10220171407661e-05,2.65735764756528e-05,3.50944800769649e-05,4.31148395688835e-05,2.48655574099361e-05,3.86411841689607e-05,2.79112905205523e-05,1.9542015110419e-05,2.37196519597222e-05,4.52639868596345e-05,"v_828",32,2.47328848436882e-05,14050.89431696
"1470067",1.4025295665169e-05,5.13328325530335e-06,4.42892941260881e-06,3.3744692381697e-06,7.98422954979325e-07,4.63595138151351e-06,2.42565097702965e-05,8.40701521703382e-06,7.55032401993463e-06,8.43872233182425e-06,3.06874487183962e-06,"v_5446",18,2.47322731432246e-05,706.989457734847
"213419",1.19364218426971e-06,1.22221029888175e-06,3.54314353008705e-06,2.02468154290182e-06,0,2.10725062796069e-06,2.82052439189494e-06,1.34512243472541e-06,3.99723036349481e-06,2.96495649496528e-06,1.91796554489977e-06,"v_3878",25,2.47304382233653e-05,24347.7705813258
"290110",2.68569491460684e-06,3.9110729564216e-06,3.54314353008705e-06,5.39915078107152e-06,4.79053772987595e-06,3.3716010047371e-06,4.51283902703191e-06,2.69024486945082e-06,6.2179138987697e-06,2.96495649496528e-06,6.13748974367925e-06,"v_2149",19,2.47292150947129e-05,11959.0719760211
"2643510",8.95231638202279e-07,1.71109441843445e-06,2.65735764756528e-06,2.02468154290182e-06,7.98422954979325e-07,1.26435037677641e-06,2.25641951351595e-06,2.01768365208812e-06,2.22068353527489e-06,2.05266218882211e-06,1.91796554489977e-06,"v_4273",40,2.47292150947129e-05,152003.694692534
"589873",2.08887382247199e-06,2.4444205977635e-06,3.10025058882617e-06,3.03702231435273e-06,2.39526886493797e-06,1.68580050236855e-06,2.53847195270545e-06,4.37164791285759e-06,8.88273414109957e-07,2.5088093418937e-06,1.91796554489977e-06,"v_2340",22,2.47286035757561e-05,48635.4956778814
"403833",1.49205273033713e-06,9.77768239105401e-07,1.77157176504352e-06,2.36212846671879e-06,7.98422954979325e-07,4.21450125592137e-07,3.38462927027393e-06,3.36280608681353e-06,2.22068353527489e-06,5.01761868378739e-06,1.53437243591981e-06,"v_5192",18,2.47286035757561e-05,21516.7424357452
"44471",1.99935065865176e-05,2.3710879798306e-05,2.34733258868267e-05,2.32838377433709e-05,2.23558427394211e-05,2.02296060284226e-05,3.92052890473397e-05,2.65661680858269e-05,2.39833821809688e-05,1.93862540055422e-05,2.18648072118573e-05,"v_4603",7,2.47237125126709e-05,92.8061799181707
"544580",4.29711186337094e-05,3.27552360100309e-05,4.60608658911316e-05,5.26417201154473e-05,4.07195707039456e-05,4.93096646942801e-05,4.28719707568031e-05,4.03536730417624e-05,4.75226276548827e-05,6.13517920881276e-05,3.60577522441156e-05,"v_3729",51,2.4721267706608e-05,2392.44580044899
"57706",1.49205273033713e-06,2.4444205977635e-06,3.54314353008705e-06,5.73659770488849e-06,7.98422954979325e-07,3.79305113032924e-06,3.38462927027393e-06,3.36280608681353e-06,3.10895694938485e-06,1.82458861228632e-06,4.60311730775944e-06,"v_1800",22,2.47194344193405e-05,14457.2416462405
"265949",7.46026365168566e-06,3.66663089664525e-06,2.2144647063044e-06,4.72425693343758e-06,3.99211477489662e-06,1.68580050236855e-06,4.7948914662214e-06,2.69024486945082e-06,7.55032401993463e-06,5.47376583685897e-06,2.30155865387972e-06,"v_3423",9,2.47194344193405e-05,7026.30771707833
"39669",3.28251600674169e-06,1.9555364782108e-06,5.75760823639145e-06,1.68723461908485e-06,7.98422954979325e-07,1.68580050236855e-06,2.25641951351595e-06,1.68140304340676e-06,2.66482024232987e-06,1.14036788267895e-06,7.67186217959906e-07,"v_5358",28,2.47194344193405e-05,47062.6901432645
"87541",1.19364218426971e-06,1.9555364782108e-06,2.2144647063044e-06,3.3744692381697e-06,1.59684590995865e-06,2.10725062796069e-06,3.10257683108444e-06,2.01768365208812e-06,3.55309365643983e-06,1.59651503575053e-06,1.91796554489977e-06,"v_4307",20,2.47102720600954e-05,85864.4345033271
"1816219",2.08887382247199e-06,2.19997853798715e-06,3.54314353008705e-06,5.39915078107152e-06,0,2.52870075355282e-06,3.66668170946342e-06,2.35396426076947e-06,2.22068353527489e-06,4.10532437764423e-06,3.83593108979953e-06,"v_2468",25,2.47084404032417e-05,6088.38368698287
"211586",2.08887382247199e-06,7.82214591284321e-06,7.97207294269585e-06,8.77362001924122e-06,7.18580659481392e-06,8.42900251184275e-06,6.48720610135836e-06,3.69908669549488e-06,5.32964048465974e-06,1.04913845206464e-05,5.7538966346993e-06,"v_2404",9,2.47072194495232e-05,4160.01720521677
"73010",7.78851525235983e-05,6.45327037809564e-05,7.08628706017409e-05,6.7489384763394e-05,7.98422954979325e-05,5.14169153222408e-05,8.23593122433323e-05,5.48137392150605e-05,6.48439592300268e-05,5.72464677104834e-05,4.98671041673939e-05,"v_2506",70,2.47059986164641e-05,19518.3671150917
"225849",3.58092655280912e-06,5.62216737485605e-06,3.10025058882617e-06,8.77362001924122e-06,5.58896068485527e-06,5.47885163269779e-06,4.51283902703191e-06,2.01768365208812e-06,1.15475543834294e-05,7.29835444914529e-06,4.60311730775944e-06,"v_2405",9,2.47047779040466e-05,1371.47418037548
"1769779",8.68374689056211e-05,8.01769956066429e-05,7.39631211905671e-05,8.46991778780595e-05,7.26564889031186e-05,5.94244677084914e-05,9.19490951757751e-05,6.89375247796773e-05,8.08328806840061e-05,5.42815112155181e-05,7.59514355780307e-05,"v_2553",102,2.47011164904654e-05,44640.4420161061
"33871",6.68439623191035e-05,5.47550213899024e-05,7.97207294269585e-05,9.17855632782159e-05,5.98817216234494e-05,7.62824727321769e-05,7.53080012635949e-05,7.23003308664909e-05,8.39418376333909e-05,7.41239123741319e-05,4.94835110584139e-05,"v_3829",187,2.46937969182141e-05,42631.6464121096
"290180",1.64125800337085e-05,1.27109871083702e-05,1.59441458853917e-05,1.24855361812279e-05,1.03794984147312e-05,1.98081559028305e-05,1.69231463513696e-05,1.24423825212101e-05,1.55447847469242e-05,1.20878995563969e-05,1.72616899040979e-05,"v_4928",3,2.46937969182141e-05,6.66293598296621
"379070",8.95231638202279e-06,6.11105149440875e-06,4.42892941260881e-06,6.07404462870546e-06,6.3873836398346e-06,2.95015087914496e-06,7.61541585811634e-06,6.72561217362706e-06,2.66482024232987e-06,4.7895451072516e-06,8.05545528857901e-06,"v_4965",13,2.46937969182141e-05,6754.3356716187
"2738883",6.92312466876429e-05,6.25771673027457e-05,3.63172211833922e-05,6.00655524394207e-05,4.79053772987595e-05,4.25664626848059e-05,6.93849000406155e-05,4.87606882587962e-05,5.37405415536524e-05,3.9228655164156e-05,4.48803937506545e-05,"v_2735",45,2.46913580246914e-05,2995.21465922517
"702115",6.7142372865171e-05,4.8155085775941e-05,5.53616176576101e-05,0.000103258758687993,0.000110182367787147,5.35241659502015e-05,6.37438512568257e-05,5.21234943456097e-05,6.52880959370818e-05,6.18079392411992e-05,5.33194421482135e-05,"v_1496",98,2.46907483765833e-05,15352.8966507452
"109472",1.49205273033713e-06,2.4444205977635e-06,2.65735764756528e-06,3.3744692381697e-06,1.59684590995865e-06,2.10725062796069e-06,3.10257683108444e-06,3.36280608681353e-07,1.33241012116494e-06,2.05266218882211e-06,1.53437243591981e-06,"v_2802",24,2.46907483765833e-05,18889.2139109167
"2220073",6.56503201348338e-06,8.31103003239591e-06,1.01865376490003e-05,1.28229831050449e-05,1.91621509195038e-05,1.09577032653956e-05,9.87183537163229e-06,9.75213765175924e-06,4.88550377760476e-06,8.21064875528846e-06,1.6110910577158e-05,"v_2999",10,2.46883100851747e-05,6641.68754413684
"147212",5.37138982921368e-06,3.66663089664525e-06,2.2144647063044e-06,4.38681000962061e-06,5.58896068485527e-06,5.90030175828992e-06,3.10257683108444e-06,1.34512243472541e-06,3.55309365643983e-06,2.96495649496528e-06,1.53437243591981e-06,"v_1406",12,2.46858722752968e-05,86567.0501348736
"2714934",5.34154877460693e-05,4.27773604608613e-05,6.11192258940016e-05,5.6691083201251e-05,3.51306100190903e-05,6.65891198435577e-05,5.81028024730358e-05,4.06899536504437e-05,5.64053617959823e-05,6.47728957361645e-05,5.25522559302536e-05,"v_3195",106,2.46785617334222e-05,35572.0115772893
"118060",1.19364218426971e-06,2.4444205977635e-06,1.32867882378264e-06,3.03702231435273e-06,2.39526886493797e-06,1.26435037677641e-06,4.51283902703191e-06,1.68140304340676e-06,6.2179138987697e-06,3.19303007150107e-06,3.06874487183962e-06,"v_4284",13,2.46785617334222e-05,8151.22142550714
"109790",2.98410546067426e-06,2.4444205977635e-06,2.65735764756528e-06,2.69957539053576e-06,7.98422954979325e-07,1.68580050236855e-06,2.53847195270545e-06,3.36280608681353e-07,1.33241012116494e-06,1.82458861228632e-06,3.06874487183962e-06,"v_4113",20,2.46773437307208e-05,30821.7799490647
"187491",5.22218455617996e-05,6.23327252429693e-05,6.99770847192192e-05,8.03123678684389e-05,4.31148395688835e-05,7.41752221042162e-05,5.97951171081728e-05,5.54863004324232e-05,7.81680604416762e-05,6.06675713585203e-05,3.83593108979953e-05,"v_3495",132,2.46761258482418e-05,71092.7165465519
"1655489",4.4761581910114e-05,4.79106437161646e-05,6.20050117765233e-05,5.43289547345322e-05,2.31542656944004e-05,6.65891198435577e-05,6.26156415000677e-05,4.53978821719826e-05,7.28384199570165e-05,6.65974843484508e-05,3.45233798081958e-05,"v_3225",110,2.46736904438797e-05,15077.7628345122
"2360",2.68569491460684e-06,4.3999570759743e-06,2.2144647063044e-06,3.71191616198667e-06,6.3873836398346e-06,2.10725062796069e-06,5.07694390541089e-06,3.36280608681353e-06,2.22068353527489e-06,2.73688291842949e-06,3.06874487183962e-06,"v_2739",16,2.46682125413193e-05,20646.4413938662
"1255",6.26662146741596e-06,2.19997853798715e-06,1.77157176504352e-06,3.71191616198667e-06,3.1936918199173e-06,2.10725062796069e-06,5.35899634460039e-06,4.03536730417623e-06,4.44136707054978e-07,1.59651503575053e-06,2.30155865387972e-06,"v_4176",19,2.46682125413193e-05,10393.1814257607
"1763536",3.58092655280912e-06,2.68886265753985e-06,3.54314353008705e-06,3.03702231435273e-06,0,2.52870075355282e-06,4.23078658784241e-06,4.70792852153894e-06,3.10895694938485e-06,1.82458861228632e-06,2.68515176285967e-06,"v_2476",13,2.466760403562e-05,6011.363126161
"436114",2.68569491460684e-06,3.9110729564216e-06,3.10025058882617e-06,3.03702231435273e-06,1.59684590995865e-06,2.52870075355282e-06,4.51283902703191e-06,4.03536730417623e-06,3.10895694938485e-06,2.96495649496528e-06,1.53437243591981e-06,"v_5202",20,2.4665170313001e-05,4072.34505859013
"260552",4.74472768247208e-05,4.22884763413086e-05,3.41027564770878e-05,3.91438431627685e-05,5.10990691186768e-05,3.16087594194103e-05,3.49745024594973e-05,3.39643414768166e-05,4.0416440342003e-05,2.12108426178285e-05,3.68249384620755e-05,"v_2556",33,2.46639536317672e-05,3867.86986545203
"2508306",2.50664858696638e-05,2.24886694994242e-05,2.87880411819573e-05,3.50944800769649e-05,3.1936918199173e-05,2.73942581634889e-05,3.77950268513922e-05,3.02652547813218e-05,2.88688859585736e-05,2.69126820312233e-05,3.2989007372276e-05,"v_640",8,2.46633453361614e-05,274.475039702456
"1392005",1.76062222179782e-05,1.41776394670283e-05,1.1072323531522e-05,1.28229831050449e-05,1.91621509195038e-05,1.47507543957248e-05,2.1718037817591e-05,1.07609794778033e-05,8.88273414109957e-06,1.23159731329327e-05,4.9099917949434e-05,"v_848",15,2.46609124537608e-05,12156.5039025785
"2259620",5.72948248449459e-05,5.47550213899024e-05,5.31471529513057e-05,7.22136416968316e-05,6.94627970832013e-05,7.29108717274398e-05,7.47438963852159e-05,4.84244076501148e-05,7.50591034922913e-05,5.79306884400908e-05,6.48272354176121e-05,"v_2344",39,2.46596961925429e-05,11436.7157095373
"1259844",1.52189378494388e-05,1.49109656463574e-05,1.55012529441308e-05,2.53085192862728e-05,6.86643741282219e-05,1.64365548980934e-05,2.228214269597e-05,1.37875049559355e-05,1.59889214539792e-05,2.48600198424012e-05,6.5594421635572e-05,"v_1352",15,2.46566560643046e-05,4898.33353121682
"1202962",2.68569491460684e-06,1.4666523586581e-06,3.54314353008705e-06,3.71191616198667e-06,0,3.3716010047371e-06,4.51283902703191e-06,3.36280608681353e-06,2.22068353527489e-06,2.96495649496528e-06,3.06874487183962e-06,"v_2486",23,2.46536166855678e-05,2043.76417051352
"76258",3.28251600674169e-06,3.17774677709255e-06,3.10025058882617e-06,3.3744692381697e-06,7.98422954979325e-07,3.3716010047371e-06,4.7948914662214e-06,3.69908669549488e-06,8.88273414109957e-07,2.96495649496528e-06,4.21952419877948e-06,"v_2629",21,2.46536166855678e-05,8340.79761022442
"216942",1.49205273033713e-06,1.4666523586581e-06,4.42892941260881e-06,2.36212846671879e-06,0,2.95015087914496e-06,2.82052439189494e-06,1.00884182604406e-06,7.10618731287965e-06,2.5088093418937e-06,1.15077932693986e-06,"v_4777",23,2.46536166855678e-05,24563.1706304896
"2738843",5.07297928314625e-06,5.62216737485605e-06,6.64339411891321e-06,1.0798301562143e-05,4.79053772987595e-06,2.10725062796069e-06,2.53847195270545e-06,1.07609794778033e-05,3.55309365643983e-06,4.10532437764423e-06,2.68515176285967e-06,"v_1407",9,2.46524011438714e-05,10809.0824002581
"1505",6.56503201348338e-06,4.888841195527e-06,2.2144647063044e-06,3.03702231435273e-06,2.39526886493797e-06,4.21450125592137e-06,5.07694390541089e-06,4.70792852153894e-06,2.66482024232987e-06,4.10532437764423e-06,6.5210828526592e-06,"v_4476",14,2.46499704200355e-05,19566.5314307716
"930169",9.16120376426999e-05,7.62659226502213e-05,7.7949157661915e-05,9.78596079069213e-05,6.54706823083046e-05,5.98459178340835e-05,8.96926756622591e-05,7.09552084317655e-05,8.52742477545558e-05,7.22993237618456e-05,7.09647251612913e-05,"v_2274",107,2.46469326892268e-05,25412.5625891562
"877455",1.19364218426971e-06,2.19997853798715e-06,1.32867882378264e-06,3.3744692381697e-06,0,3.79305113032924e-06,1.97436707432646e-06,3.36280608681353e-07,2.22068353527489e-06,2.73688291842949e-06,1.91796554489977e-06,"v_5412",18,2.46457178065311e-05,149613.730838681
"874454",3.87933709887654e-06,3.66663089664525e-06,3.98603647134793e-06,3.3744692381697e-06,7.98422954979325e-07,2.95015087914496e-06,4.7948914662214e-06,2.69024486945082e-06,3.55309365643983e-06,2.2807357653579e-06,3.45233798081958e-06,"v_2443",14,2.46438957070334e-05,3393.02602137466
"2629304",5.6698003752811e-05,5.93994205256531e-05,7.92778364856977e-05,7.59255578588183e-05,4.71069543437802e-05,6.86963704715184e-05,5.95130646689833e-05,5.64951422584673e-05,6.52880959370818e-05,6.27202335473424e-05,4.79491386224941e-05,"v_4334",175,2.46426811237063e-05,36309.9251495016
"2528007",5.58027721146087e-05,4.69328754770592e-05,5.5804510598871e-05,9.48225855925686e-05,4.71069543437802e-05,4.84667644430958e-05,7.98208402906268e-05,5.58225810411046e-05,7.06177364217416e-05,5.47376583685897e-05,5.52374076931132e-05,"v_4868",69,2.46420738769375e-05,2975.71663034354
