"","oAVVM2CHIPOOB051360.extra.kraken2.report","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"113107",2.66309456915124e-06,1.4347768383975e-06,0,1.34639987483867e-06,0,2.20935591530743e-06,"v_4215",41,2.70782561603033e-05,75198.4803079253
"1806885",0.00014602635220846,0.000109760428137409,0.000110848109701778,0.000108250549937029,9.90659496178885e-05,5.70013826149318e-05,"v_432",41,2.84244336431597e-05,74984.8182989738
"1542390",4.43849094858541e-07,1.4347768383975e-06,0,1.34639987483867e-06,0,1.32561354918446e-06,"v_2697",63,2.48904818797292e-05,74807.4851421077
"155615",8.87698189717082e-07,1.4347768383975e-06,0,5.38559949935467e-07,0,8.83742366122974e-07,"v_5154",39,2.34170101161484e-05,74582.3898285177
"650",3.24009839246735e-05,3.08477020255462e-05,3.37951553968835e-05,3.3390716895999e-05,2.95911278079407e-05,2.91634980820581e-05,"v_2349",106,3.41880341880342e-05,74385.5520897302
"1604004",2.97378893555222e-05,2.5825983091155e-05,3.92023802603849e-05,4.49697558196115e-05,2.44448447109075e-05,3.97684064755338e-05,"v_5263",88,3.39316616334702e-05,74313.5797700894
"47886",2.26363038377856e-05,3.73041977983349e-05,1.75734808063794e-05,1.93881581976768e-05,9.00599541980804e-06,1.6349233773275e-05,"v_1562",85,3.38879663831373e-05,74178.3570590854
"1579",8.87698189717082e-07,7.17388419198749e-07,0,1.88495982477413e-06,0,8.83742366122974e-07,"v_4079",33,2.5727443463943e-05,74172.2536411272
"2640322",1.73101146994831e-05,1.36303799647762e-05,2.02770932381301e-05,2.04652780975477e-05,2.57314154851658e-06,1.76748473224595e-05,"v_4475",72,3.45960906417575e-05,73771.1013228072
"265883",7.98928370745374e-06,6.45649577278874e-06,1.62216745905041e-05,1.10404789736771e-05,2.57314154851658e-06,9.72116602735271e-06,"v_2675",71,3.39270568278202e-05,73408.1430169808
"1264",5.32618913830249e-06,1.00434378687825e-05,2.70361243175068e-06,7.00127934916107e-06,2.57314154851658e-06,6.6280677459223e-06,"v_4305",60,3.27600327600328e-05,73404.9369298695
"1528099",1.59785674149075e-05,1.93694873183662e-05,1.75734808063794e-05,2.47737576970315e-05,1.54388492910995e-05,1.59073625902135e-05,"v_3526",92,3.47318699638789e-05,73081.4478373982
"2608905",3.06255875452393e-05,1.93694873183662e-05,3.24433491810082e-05,3.68913565705795e-05,2.1871703162391e-05,3.4465952278796e-05,"v_3566",63,3.3889114816321e-05,73057.6498337615
"105841",6.21388732801957e-06,7.17388419198749e-06,4.05541864762603e-06,6.19343942425787e-06,2.57314154851658e-06,8.39555247816825e-06,"v_4406",55,3.25351379489849e-05,73003.4300863009
"1205",6.65773642287811e-06,5.02171893439124e-06,6.75903107937671e-06,7.00127934916107e-06,1.28657077425829e-06,8.83742366122974e-06,"v_4628",79,3.29793549238177e-05,72786.1894282127
"320778",1.6422416509766e-05,1.50651568031737e-05,1.89252870222548e-05,2.019599812258e-05,1.15791369683246e-05,1.23723931257216e-05,"v_2617",81,3.46716593856182e-05,72623.7920700897
"51161",1.33154728457562e-06,0,0,1.88495982477413e-06,0,3.09309828143041e-06,"v_2725",46,2.71024744559178e-05,72569.8003791869
"158877",1.42031710354733e-05,1.4347768383975e-05,3.24433491810082e-05,2.18116779723864e-05,1.02925661940663e-05,2.16516879700129e-05,"v_1912",63,3.37803600986387e-05,72442.1506931889
"583357",0,0,0,1.07711989987093e-06,0,8.83742366122974e-07,"v_4455",49,2.12544368636953e-05,71911.4099489129
"1151742",1.33154728457562e-06,0,0,1.6156798498064e-06,0,3.09309828143041e-06,"v_4236",41,2.62964131692437e-05,71481.2851046371
"154046",2.52993984069368e-05,2.5825983091155e-05,2.83879305333822e-05,3.06979171463216e-05,2.05851323881327e-05,2.56285286175662e-05,"v_4353",106,3.45458942204719e-05,71459.8635721833
"1761794",1.73101146994831e-05,2.43912062527575e-05,3.10915429651329e-05,2.04652780975477e-05,1.15791369683246e-05,1.23723931257216e-05,"v_2367",77,3.43748925784607e-05,71459.245567514
"2285",4.43849094858541e-07,1.4347768383975e-06,0,2.4235197747096e-06,0,1.32561354918446e-06,"v_5438",51,2.60125380433369e-05,71396.3292766567
"1432056",8.87698189717082e-07,0,0,1.34639987483867e-06,0,4.41871183061487e-07,"v_2742",48,2.33198078447834e-05,71158.8758112465
"132132",6.16950241853372e-05,5.16519661823099e-05,6.75903107937671e-05,7.59369529409009e-05,4.24568355505236e-05,5.96526097133007e-05,"v_2817",150,3.28947368421053e-05,71057.6078585096
"39488",3.10694366400979e-06,4.30433051519249e-06,1.35180621587534e-06,4.8470395494192e-06,1.28657077425829e-06,6.18619656286082e-06,"v_4417",80,3.1102264244837e-05,70948.7245145884
"2648079",1.33154728457562e-05,1.21956031263787e-05,1.21662559428781e-05,1.88495982477413e-05,2.57314154851658e-06,1.45817490410291e-05,"v_4388",66,3.40599455040872e-05,70802.910796826
"577309",1.24277746560391e-05,1.147821470718e-05,1.08144497270027e-05,1.50796785981931e-05,6.43285387129146e-06,1.06049083934757e-05,"v_4969",72,3.44696839129985e-05,70776.9945727029
"1731",9.7646800868879e-06,8.60866103038499e-06,8.11083729525205e-06,9.69407909883841e-06,3.85971232277488e-06,7.06993892898379e-06,"v_4427",64,3.35626783017285e-05,70750.9437032867
"2724468",2.97378893555222e-05,2.79781483487512e-05,3.78505740445096e-05,3.66220765956118e-05,1.92985616138744e-05,3.4465952278796e-05,"v_1768",105,3.42336790934922e-05,70680.6189682009
"1094342",6.65773642287811e-05,5.73910735358999e-05,7.70529543048945e-05,7.75526327907072e-05,6.43285387129146e-05,7.37924875712683e-05,"v_2260",149,3.20030722949403e-05,70533.2052364688
"458817",3.10694366400979e-06,1.4347768383975e-06,6.75903107937671e-06,7.27055932412881e-06,2.57314154851658e-06,5.30245419673784e-06,"v_2444",59,3.16816626536561e-05,70100.2867049482
"1842532",3.86148712526931e-05,4.23259167327262e-05,7.29975356572685e-05,5.89723145179336e-05,4.11702647762653e-05,3.53496946449189e-05,"v_2834",80,3.3085194375517e-05,69986.3088623115
"257487",4.43849094858541e-06,5.02171893439124e-06,5.40722486350137e-06,6.73199937419334e-06,3.85971232277488e-06,9.72116602735271e-06,"v_4267",79,3.30425588157547e-05,69937.0364694511
"1844971",0.000193962054453182,0.000126977750198179,8.24601791683959e-05,7.59369529409009e-05,6.04688263901397e-05,7.06993892898379e-05,"v_939",59,2.83567276336311e-05,69660.2730483821
"744872",7.98928370745374e-06,9.32604944958374e-06,1.35180621587534e-05,1.2117598873548e-05,6.43285387129146e-06,1.19305219426601e-05,"v_5043",85,3.42090859332239e-05,69572.7983692051
"104623",1.50908692251904e-05,1.64999336415712e-05,2.29807056698808e-05,2.019599812258e-05,9.00599541980804e-06,1.10467795765372e-05,"v_1949",85,3.45506685554365e-05,69482.800733583
"74661",1.50908692251904e-05,5.02171893439124e-06,1.35180621587534e-05,2.23502379223219e-05,1.54388492910995e-05,1.36980066749061e-05,"v_2237",35,3.28342526924087e-05,69215.2736102088
"1577791",3.10694366400979e-06,2.15216525759625e-06,5.40722486350137e-06,6.19343942425787e-06,1.28657077425829e-06,3.09309828143041e-06,"v_5472",57,3.12178066369057e-05,69055.6135750631
"213554",2.66309456915124e-06,5.73910735358999e-06,2.70361243175068e-06,3.2313596996128e-06,1.28657077425829e-06,3.97684064755338e-06,"v_2239",58,3.08670555915671e-05,68750.4970364071
"2005388",1.42031710354733e-05,1.57825452223725e-05,1.35180621587534e-05,1.23868788485157e-05,1.15791369683246e-05,6.18619656286082e-06,"v_1507",56,3.33388898149692e-05,68458.0757247159
"2144175",2.79624929760881e-05,3.15650904447449e-05,3.78505740445096e-05,3.90455963703214e-05,2.44448447109075e-05,4.10940200247183e-05,"v_4498",76,3.35886067445922e-05,68419.804035951
"1349410",1.02085291817464e-05,1.36303799647762e-05,1.89252870222548e-05,2.5312317646967e-05,6.43285387129146e-06,1.06049083934757e-05,"v_5947",61,3.42536137562513e-05,68035.2265894403
"538220",4.43849094858541e-07,0,0,1.07711989987093e-06,1.28657077425829e-06,8.83742366122974e-07,"v_4688",51,2.27894257064722e-05,67820.4547618014
"653733",4.61603058652882e-05,4.23259167327262e-05,4.7313217555637e-05,5.81644745930304e-05,3.21642693564573e-05,4.50708606722717e-05,"v_5179",143,3.36089265308866e-05,67722.112983352
"158189",1.24277746560391e-05,1.4347768383975e-05,1.21662559428781e-05,1.31947187734189e-05,6.43285387129146e-06,9.27929484429122e-06,"v_5056",77,3.42313353643926e-05,67274.5542440338
"1965231",1.33154728457562e-06,1.4347768383975e-06,0,3.2313596996128e-06,0,4.86058301367635e-06,"v_2878",70,2.862458852154e-05,67225.7026512074
"865",2.2192454742927e-06,4.30433051519249e-06,1.35180621587534e-06,6.73199937419334e-06,0,3.53496946449189e-06,"v_4492",59,3.07891252809508e-05,67025.7417579055
"558541",7.98928370745374e-06,7.17388419198749e-06,9.46264351112739e-06,7.53983929909654e-06,5.14628309703317e-06,8.83742366122974e-06,"v_2443",37,3.30622231038815e-05,66822.0184927965
"1534743",2.2192454742927e-06,0,0,2.15423979974187e-06,0,1.76748473224595e-06,"v_2615",39,2.63532388130501e-05,66612.0343429681
"46256",8.87698189717082e-07,1.4347768383975e-06,0,1.88495982477413e-06,0,2.20935591530743e-06,"v_4115",60,2.63803519138945e-05,66565.5372633347
"2047767",4.3497211296137e-05,4.59128588287199e-05,3.37951553968835e-05,5.33174350436112e-05,1.15791369683246e-05,3.269846754655e-05,"v_5144",105,3.38317883483321e-05,66556.2314937132
"106654",3.55079275886833e-06,2.15216525759625e-06,5.40722486350137e-06,5.6548794743224e-06,2.57314154851658e-06,3.97684064755338e-06,"v_1693",55,3.14208508766417e-05,66492.3647286088
"452",1.19839255611806e-05,1.57825452223725e-05,1.08144497270027e-05,1.37332787233544e-05,9.00599541980804e-06,1.01630372104142e-05,"v_2642",72,3.41436765910953e-05,66442.5827388766
"38027",2.66309456915124e-06,5.02171893439124e-06,1.62216745905041e-05,1.10404789736771e-05,5.14628309703317e-06,1.01630372104142e-05,"v_5292",48,3.2820243526207e-05,66431.4593171548
"2018305",4.43849094858541e-07,0,0,1.34639987483867e-06,2.57314154851658e-06,8.83742366122974e-07,"v_2459",40,2.41773651507459e-05,66375.5580170176
"171284",4.43849094858541e-07,7.17388419198749e-07,0,1.07711989987093e-06,0,1.32561354918446e-06,"v_4700",49,2.37930952437603e-05,66249.8704725789
"2725560",1.73101146994831e-05,1.4347768383975e-05,2.29807056698808e-05,1.85803182727736e-05,9.00599541980804e-06,1.67911049563365e-05,"v_1847",60,3.39893273512117e-05,65902.036435192
"43675",5.68126841418932e-05,5.16519661823099e-05,7.97565667366452e-05,6.59735938670947e-05,5.274940174459e-05,5.25826707843169e-05,"v_3089",111,3.2534079448222e-05,65870.9806200424
"683737",2.52993984069368e-05,2.65433715103537e-05,3.24433491810082e-05,2.9351517271483e-05,2.83045570336824e-05,4.41871183061487e-05,"v_3968",46,3.31532009415509e-05,65712.6289954237
"51365",8.87698189717082e-07,7.17388419198749e-07,0,1.07711989987093e-06,0,8.83742366122974e-07,"v_4694",45,2.35787885218457e-05,65663.1195239262
"1473112",1.86416619840587e-05,2.15216525759625e-05,2.29807056698808e-05,2.34273578221928e-05,1.80119908396161e-05,4.02102776585953e-05,"v_3964",72,3.39823971182927e-05,65655.4402080896
"189425",2.26363038377856e-05,1.93694873183662e-05,1.62216745905041e-05,2.20809579473542e-05,1.54388492910995e-05,2.38610438853203e-05,"v_3971",40,3.37997701615629e-05,65465.5804147317
"2707005",2.08609074583514e-05,3.15650904447449e-05,2.29807056698808e-05,3.28521569460635e-05,2.57314154851658e-05,5.74432537979933e-05,"v_3967",55,3.30174662396408e-05,65243.8253452731
"43768",3.7727173062976e-05,4.08911398943287e-05,3.64987678286342e-05,4.36233559447728e-05,2.31582739366493e-05,3.62334370110419e-05,"v_3472",104,3.382949932341e-05,65206.4387821911
"136857",4.48287585807126e-05,4.01737514751299e-05,6.35348921461411e-05,5.7625914643095e-05,4.37434063247819e-05,4.63964742214561e-05,"v_3458",127,3.29673952461016e-05,65129.0759504286
"2812658",0.000109186877335201,0.000108325651299011,0.00015680952104154,0.000152143185856769,0.000115791369683246,9.85372738227116e-05,"v_481",46,2.77261762830288e-05,64979.0349264794
"1310165",1.55347183200489e-05,1.147821470718e-05,2.16288994540055e-05,1.80417583228381e-05,1.02925661940663e-05,1.67911049563365e-05,"v_1048",82,3.45913037462382e-05,64898.1871923985
"660470",4.43849094858541e-06,3.58694209599374e-06,6.75903107937671e-06,5.38559949935467e-06,5.14628309703317e-06,5.74432537979933e-06,"v_5123",37,3.13224331266053e-05,64630.8740495474
"2562717",2.30801529326441e-05,1.57825452223725e-05,2.02770932381301e-05,3.12364770962571e-05,2.44448447109075e-05,2.78378845328737e-05,"v_5558",45,3.31103900403947e-05,64411.4223729291
"316277",4.08341167269858e-05,3.65868093791362e-05,4.46096051238863e-05,5.00860753439984e-05,2.31582739366493e-05,3.97684064755338e-05,"v_2860",134,3.36394523497157e-05,63986.9978846275
"929813",4.66041549601468e-05,3.94563630559312e-05,6.35348921461411e-05,5.03553553189662e-05,3.0877698582199e-05,4.41871183061487e-05,"v_2002",123,3.33266679997334e-05,63857.6305709139
"1930593",3.2844833019532e-05,4.23259167327262e-05,5.1368636203263e-05,5.00860753439984e-05,4.11702647762653e-05,4.37452471230872e-05,"v_4850",95,3.31060054293849e-05,63831.2645316047
"2734268",1.33154728457562e-06,2.869553676795e-06,4.05541864762603e-06,1.88495982477413e-06,0,4.41871183061487e-07,"v_5622",47,2.74265653712186e-05,63822.9135605074
"569860",0.000215710660101251,0.000225259963628407,0.000291990142629074,0.000251776776594831,0.000303630702724957,0.000293844336735889,"v_301",52,2.5070196550341e-05,63749.4898807124
"29552",1.33154728457562e-06,2.15216525759625e-06,0,2.4235197747096e-06,0,3.53496946449189e-06,"v_4755",63,2.80151281692114e-05,63657.3468492826
"2033032",2.30801529326441e-05,2.5825983091155e-05,3.10915429651329e-05,3.6352796620644e-05,2.70179862594241e-05,3.00472404481811e-05,"v_2333",74,3.38914119162204e-05,63431.8990014299
"2624956",4.43849094858541e-07,0,0,1.6156798498064e-06,1.28657077425829e-06,4.41871183061487e-07,"v_5387",23,2.29005885451256e-05,63294.5696493115
"2518645",6.65773642287811e-06,9.32604944958374e-06,9.46264351112739e-06,8.07839924903201e-06,1.28657077425829e-06,2.65122709836892e-06,"v_5061",71,3.23855171967096e-05,63197.5002599783
"97481",4.43849094858541e-07,0,0,1.6156798498064e-06,0,2.20935591530743e-06,"v_2752",38,2.5197167838335e-05,63131.1237650684
"2755562",6.65773642287811e-06,6.45649577278874e-06,4.05541864762603e-06,8.07839924903201e-06,1.28657077425829e-06,3.09309828143041e-06,"v_2635",53,3.23530363324598e-05,62791.4125291474
"1929246",2.2192454742927e-06,2.869553676795e-06,1.35180621587534e-06,2.4235197747096e-06,0,1.76748473224595e-06,"v_2153",27,2.82438004857934e-05,62635.8031550114
"158823",3.46202293989662e-05,2.22390409951612e-05,1.89252870222548e-05,1.85803182727736e-05,1.54388492910995e-05,1.06049083934757e-05,"v_1898",66,3.37074864327367e-05,62626.458093669
"1341",4.43849094858541e-06,1.4347768383975e-06,2.70361243175068e-06,2.96207972464507e-06,1.28657077425829e-06,3.97684064755338e-06,"v_4211",45,3.03131346812574e-05,62590.9818490146
"2619470",1.33154728457562e-06,0,0,2.96207972464507e-06,0,3.09309828143041e-06,"v_4359",48,2.73702649441647e-05,62545.1183224304
"2033033",1.77539637943416e-05,1.4347768383975e-05,3.51469616127589e-05,2.74665574467088e-05,2.70179862594241e-05,1.45817490410291e-05,"v_2334",67,3.37974854670813e-05,62467.8163471663
"1005048",9.98660463431717e-05,8.10648913694586e-05,9.32746288953986e-05,0.000100172150687997,7.97673880040141e-05,7.37924875712683e-05,"v_826",45,2.89569699426652e-05,62292.8401912115
"1155738",5.77003823316103e-05,5.59562966975024e-05,7.43493418731438e-05,6.81278336668366e-05,4.37434063247819e-05,5.21407996012554e-05,"v_4623",142,3.2868787799106e-05,62249.516826536
"442694",5.32618913830249e-06,1.4347768383975e-06,1.35180621587534e-06,5.11631952438694e-06,2.57314154851658e-06,4.41871183061487e-06,"v_6108",28,3.03002757325092e-05,62132.1430906121
"71667",8.43313280231228e-06,5.02171893439124e-06,2.02770932381301e-05,1.10404789736771e-05,6.43285387129146e-06,6.6280677459223e-06,"v_4846",47,3.32834082210018e-05,61709.0448463058
"2639160",9.32083099202936e-06,9.32604944958374e-06,1.08144497270027e-05,9.96335907380614e-06,7.71942464554975e-06,8.83742366122974e-06,"v_4507",75,3.39870169595215e-05,61685.1459349358
"2057743",4.74918531498639e-05,6.09780156318937e-05,7.43493418731438e-05,7.59369529409009e-05,6.04688263901397e-05,6.84900333745305e-05,"v_3681",146,3.2441200324412e-05,61573.3876630404
"2377",2.79624929760881e-05,2.0086875737565e-05,1.89252870222548e-05,2.77358374216766e-05,1.54388492910995e-05,2.56285286175662e-05,"v_4495",49,3.40205484112404e-05,61504.1710342126
"1496",8.43313280231228e-06,1.00434378687825e-05,6.75903107937671e-06,1.02326390487739e-05,6.43285387129146e-06,1.32561354918446e-05,"v_4426",69,3.36292709174065e-05,61425.5245570175
"472759",2.57432475017954e-05,3.15650904447449e-05,2.56843181016315e-05,2.8274397371612e-05,2.1871703162391e-05,1.59073625902135e-05,"v_2186",89,3.41029226204686e-05,61425.4263272703
"1203471",5.50372877624591e-05,6.09780156318937e-05,6.62385045778918e-05,8.45539121398683e-05,4.76031186475568e-05,7.29087452051453e-05,"v_2826",138,3.23918113500907e-05,61353.7879689282
"138851",1.02085291817464e-05,9.32604944958374e-06,1.62216745905041e-05,1.31947187734189e-05,3.85971232277488e-06,1.01630372104142e-05,"v_5041",84,3.38455290056184e-05,61327.3747481522
"558537",5.23741931933078e-05,3.37172557023412e-05,4.19059926921356e-05,3.31214369210312e-05,1.54388492910995e-05,2.96053692651196e-05,"v_921",38,3.16175540660175e-05,61241.9423915625
"2668073",8.07805352642544e-05,9.11083292382411e-05,9.19228226795233e-05,0.000136255667333673,7.71942464554975e-05,0.000104281599202511,"v_5256",141,3.0571690614491e-05,60988.1705510228
"57037",2.66309456915124e-06,3.58694209599374e-06,8.11083729525205e-06,4.30847959948374e-06,3.85971232277488e-06,5.30245419673784e-06,"v_4106",38,3.12314563228083e-05,60854.1200711177
"72803",9.32083099202936e-06,7.89127261118624e-06,6.75903107937671e-06,1.05019190237416e-05,1.28657077425829e-06,7.06993892898379e-06,"v_5332",74,3.35965059633798e-05,60765.1437646898
"1188228",1.50908692251904e-05,1.07608262879812e-05,1.21662559428781e-05,1.48103986232253e-05,1.02925661940663e-05,1.23723931257216e-05,"v_4648",54,3.42149382420365e-05,60710.8803271121
"588",3.55079275886833e-06,7.17388419198749e-07,0,2.69279974967734e-06,0,2.20935591530743e-06,"v_2127",45,2.79275002094563e-05,60659.7906219994
"29554",4.43849094858541e-07,0,0,1.6156798498064e-06,0,1.32561354918446e-06,"v_4691",50,2.35815686459463e-05,60525.0587951455
"1004785",2.2192454742927e-06,1.4347768383975e-06,2.70361243175068e-06,2.96207972464507e-06,0,2.65122709836892e-06,"v_2383",51,2.91443226859408e-05,60433.1818976852
"2715679",1.28716237508977e-05,1.21956031263787e-05,6.75903107937671e-06,1.31947187734189e-05,2.57314154851658e-06,8.83742366122974e-06,"v_5033",60,3.40808397518915e-05,60175.4915189326
